Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.9452	0.9452	0.9452
1	0.05	0.9452	0.9452	0.9452
1	0.10	0.9426	0.9426	0.9426
1	0.15	0.9426	0.9426	0.9426
1	0.20	0.9426	0.9426	0.9426
1	0.25	0.9426	0.9426	0.9426
1	0.30	0.9399	0.9399	0.9399
1	0.35	0.9295	0.9295	0.9295
1	0.40	0.9191	0.9191	0.9191
1	0.45	0.8825	0.8825	0.8825
1	0.50	0.8277	0.8277	0.8277
1	0.55	0.7781	0.7781	0.7781
1	0.60	0.6893	0.6893	0.6893
1	0.65	0.6031	0.6031	0.6031
1	0.70	0.5431	0.5431	0.5431
1	0.75	0.4543	0.4543	0.4543
1	0.80	0.3316	0.3316	0.3316
1	0.85	0.1958	0.1958	0.1958
1	0.90	0.0496	0.0496	0.0496
1	0.95	0.0000	0.0000	0.0000
2	0.00	0.9452	0.9452	0.9452
2	0.05	0.9452	0.9452	0.9452
2	0.10	0.9426	0.9426	0.9426
2	0.15	0.9426	0.9426	0.9426
2	0.20	0.9426	0.9426	0.9426
2	0.25	0.9426	0.9426	0.9426
2	0.30	0.9399	0.9399	0.9399
2	0.35	0.9295	0.9295	0.9295
2	0.40	0.9191	0.9191	0.9191
2	0.45	0.8825	0.8825	0.8825
2	0.50	0.8277	0.8277	0.8277
2	0.55	0.7781	0.7781	0.7781
2	0.60	0.6893	0.6893	0.6893
2	0.65	0.6031	0.6031	0.6031
2	0.70	0.5431	0.5431	0.5431
2	0.75	0.4543	0.4543	0.4543
2	0.80	0.3316	0.3316	0.3316
2	0.85	0.1958	0.1958	0.1958
2	0.90	0.0496	0.0496	0.0496
2	0.95	0.0000	0.0000	0.0000
3	0.00	0.9452	0.9452	0.9452
3	0.05	0.9452	0.9452	0.9452
3	0.10	0.9426	0.9426	0.9426
3	0.15	0.9426	0.9426	0.9426
3	0.20	0.9426	0.9426	0.9426
3	0.25	0.9426	0.9426	0.9426
3	0.30	0.9399	0.9399	0.9399
3	0.35	0.9295	0.9295	0.9295
3	0.40	0.9191	0.9191	0.9191
3	0.45	0.8825	0.8825	0.8825
3	0.50	0.8277	0.8277	0.8277
3	0.55	0.7781	0.7781	0.7781
3	0.60	0.6893	0.6893	0.6893
3	0.65	0.6031	0.6031	0.6031
3	0.70	0.5431	0.5431	0.5431
3	0.75	0.4543	0.4543	0.4543
3	0.80	0.3316	0.3316	0.3316
3	0.85	0.1958	0.1958	0.1958
3	0.90	0.0496	0.0496	0.0496
3	0.95	0.0000	0.0000	0.0000
4	0.00	0.9452	0.9452	0.9452
4	0.05	0.9452	0.9452	0.9452
4	0.10	0.9426	0.9426	0.9426
4	0.15	0.9426	0.9426	0.9426
4	0.20	0.9426	0.9426	0.9426
4	0.25	0.9426	0.9426	0.9426
4	0.30	0.9399	0.9399	0.9399
4	0.35	0.9295	0.9295	0.9295
4	0.40	0.9191	0.9191	0.9191
4	0.45	0.8825	0.8825	0.8825
4	0.50	0.8277	0.8277	0.8277
4	0.55	0.7781	0.7781	0.7781
4	0.60	0.6893	0.6893	0.6893
4	0.65	0.6031	0.6031	0.6031
4	0.70	0.5431	0.5431	0.5431
4	0.75	0.4543	0.4543	0.4543
4	0.80	0.3316	0.3316	0.3316
4	0.85	0.1958	0.1958	0.1958
4	0.90	0.0496	0.0496	0.0496
4	0.95	0.0000	0.0000	0.0000
5	0.00	0.9452	0.9452	0.9452
5	0.05	0.9452	0.9452	0.9452
5	0.10	0.9426	0.9426	0.9426
5	0.15	0.9426	0.9426	0.9426
5	0.20	0.9426	0.9426	0.9426
5	0.25	0.9426	0.9426	0.9426
5	0.30	0.9399	0.9399	0.9399
5	0.35	0.9295	0.9295	0.9295
5	0.40	0.9191	0.9191	0.9191
5	0.45	0.8825	0.8825	0.8825
5	0.50	0.8277	0.8277	0.8277
5	0.55	0.7781	0.7781	0.7781
5	0.60	0.6893	0.6893	0.6893
5	0.65	0.6031	0.6031	0.6031
5	0.70	0.5431	0.5431	0.5431
5	0.75	0.4543	0.4543	0.4543
5	0.80	0.3316	0.3316	0.3316
5	0.85	0.1958	0.1958	0.1958
5	0.90	0.0496	0.0496	0.0496
5	0.95	0.0000	0.0000	0.0000
6	0.00	0.9452	0.9452	0.9452
6	0.05	0.9452	0.9452	0.9452
6	0.10	0.9426	0.9426	0.9426
6	0.15	0.9426	0.9426	0.9426
6	0.20	0.9426	0.9426	0.9426
6	0.25	0.9426	0.9426	0.9426
6	0.30	0.9399	0.9399	0.9399
6	0.35	0.9295	0.9295	0.9295
6	0.40	0.9191	0.9191	0.9191
6	0.45	0.8825	0.8825	0.8825
6	0.50	0.8277	0.8277	0.8277
6	0.55	0.7781	0.7781	0.7781
6	0.60	0.6893	0.6893	0.6893
6	0.65	0.6031	0.6031	0.6031
6	0.70	0.5431	0.5431	0.5431
6	0.75	0.4543	0.4543	0.4543
6	0.80	0.3316	0.3316	0.3316
6	0.85	0.1958	0.1958	0.1958
6	0.90	0.0496	0.0496	0.0496
6	0.95	0.0000	0.0000	0.0000
7	0.00	0.9452	0.9452	0.9452
7	0.05	0.9452	0.9452	0.9452
7	0.10	0.9426	0.9426	0.9426
7	0.15	0.9426	0.9426	0.9426
7	0.20	0.9426	0.9426	0.9426
7	0.25	0.9426	0.9426	0.9426
7	0.30	0.9399	0.9399	0.9399
7	0.35	0.9295	0.9295	0.9295
7	0.40	0.9191	0.9191	0.9191
7	0.45	0.8825	0.8825	0.8825
7	0.50	0.8277	0.8277	0.8277
7	0.55	0.7781	0.7781	0.7781
7	0.60	0.6893	0.6893	0.6893
7	0.65	0.6031	0.6031	0.6031
7	0.70	0.5431	0.5431	0.5431
7	0.75	0.4543	0.4543	0.4543
7	0.80	0.3316	0.3316	0.3316
7	0.85	0.1958	0.1958	0.1958
7	0.90	0.0496	0.0496	0.0496
7	0.95	0.0000	0.0000	0.0000
8	0.00	0.9452	0.9452	0.9452
8	0.05	0.9452	0.9452	0.9452
8	0.10	0.9426	0.9426	0.9426
8	0.15	0.9426	0.9426	0.9426
8	0.20	0.9426	0.9426	0.9426
