Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5230	0.4054	0.4406
1	0.05	0.5230	0.4054	0.4406
1	0.10	0.5230	0.4054	0.4406
1	0.15	0.5230	0.4054	0.4406
1	0.20	0.5230	0.4054	0.4406
1	0.25	0.5230	0.4054	0.4406
1	0.30	0.5230	0.4054	0.4406
1	0.35	0.5230	0.4054	0.4406
1	0.40	0.5230	0.4054	0.4406
1	0.45	0.5179	0.4003	0.4355
1	0.50	0.4974	0.3837	0.4177
1	0.55	0.4770	0.3646	0.3981
1	0.60	0.4592	0.3506	0.3828
1	0.65	0.4286	0.3238	0.3548
1	0.70	0.3929	0.2944	0.3233
1	0.75	0.3342	0.2534	0.2768
1	0.80	0.2934	0.2156	0.2381
1	0.85	0.2041	0.1467	0.1628
1	0.90	0.1046	0.0680	0.0782
1	0.95	0.0255	0.0174	0.0196
2	0.00	0.4031	0.5891	0.4588
2	0.05	0.4031	0.5891	0.4588
2	0.10	0.4031	0.5891	0.4588
2	0.15	0.4031	0.5891	0.4588
2	0.20	0.4031	0.5891	0.4588
2	0.25	0.4031	0.5891	0.4588
2	0.30	0.4031	0.5891	0.4588
2	0.35	0.4018	0.5865	0.4571
2	0.40	0.4005	0.5840	0.4554
2	0.45	0.4005	0.5763	0.4525
2	0.50	0.3839	0.5508	0.4329
2	0.55	0.3712	0.5151	0.4116
2	0.60	0.3546	0.4870	0.3908
2	0.65	0.3355	0.4407	0.3618
2	0.70	0.3074	0.3914	0.3257
2	0.75	0.2602	0.3278	0.2759
2	0.80	0.2385	0.2734	0.2400
2	0.85	0.1747	0.1845	0.1697
2	0.90	0.1008	0.0816	0.0861
2	0.95	0.0255	0.0174	0.0196
3	0.00	0.3197	0.6905	0.4195
3	0.05	0.3197	0.6905	0.4195
3	0.10	0.3197	0.6905	0.4195
3	0.15	0.3197	0.6905	0.4195
3	0.20	0.3197	0.6905	0.4195
3	0.25	0.3197	0.6905	0.4195
3	0.30	0.3197	0.6905	0.4195
3	0.35	0.3189	0.6879	0.4182
3	0.40	0.3176	0.6841	0.4163
3	0.45	0.3168	0.6662	0.4106
3	0.50	0.3031	0.6369	0.3928
3	0.55	0.2980	0.5974	0.3776
3	0.60	0.2844	0.5565	0.3557
3	0.65	0.2734	0.5043	0.3328
3	0.70	0.2509	0.4428	0.2981
3	0.75	0.2113	0.3631	0.2505
3	0.80	0.2015	0.2980	0.2213
3	0.85	0.1577	0.2007	0.1644
3	0.90	0.0991	0.0833	0.0858
3	0.95	0.0255	0.0174	0.0196
4	0.00	0.2659	0.7640	0.3798
4	0.05	0.2659	0.7640	0.3798
4	0.10	0.2659	0.7640	0.3798
4	0.15	0.2659	0.7640	0.3798
4	0.20	0.2659	0.7640	0.3798
4	0.25	0.2659	0.7640	0.3798
4	0.30	0.2662	0.7640	0.3801
4	0.35	0.2657	0.7615	0.3793
4	0.40	0.2645	0.7564	0.3773
4	0.45	0.2649	0.7334	0.3724
4	0.50	0.2509	0.6969	0.3532
4	0.55	0.2496	0.6497	0.3410
4	0.60	0.2385	0.6016	0.3207
4	0.65	0.2315	0.5421	0.3011
4	0.70	0.2139	0.4764	0.2704
4	0.75	0.1820	0.3916	0.2297
4	0.80	0.1777	0.3121	0.2035
4	0.85	0.1452	0.2058	0.1558
4	0.90	0.0972	0.0833	0.0845
4	0.95	0.0255	0.0174	0.0196
5	0.00	0.2306	0.8291	0.3486
5	0.05	0.2306	0.8291	0.3486
5	0.10	0.2301	0.8265	0.3477
5	0.15	0.2301	0.8265	0.3477
5	0.20	0.2301	0.8265	0.3477
5	0.25	0.2301	0.8265	0.3477
5	0.30	0.2304	0.8265	0.3482
5	0.35	0.2303	0.8240	0.3476
5	0.40	0.2286	0.8151	0.3449
5	0.45	0.2297	0.7857	0.3402
5	0.50	0.2172	0.7466	0.3226
5	0.55	0.2176	0.6892	0.3115
5	0.60	0.2083	0.6327	0.2923
5	0.65	0.2034	0.5659	0.2746
5	0.70	0.1900	0.4977	0.2483
5	0.75	0.1625	0.4069	0.2119
5	0.80	0.1642	0.3214	0.1916
5	0.85	0.1379	0.2096	0.1501
5	0.90	0.0972	0.0833	0.0845
5	0.95	0.0255	0.0174	0.0196
6	0.00	0.2306	0.8291	0.3486
6	0.05	0.2306	0.8291	0.3486
6	0.10	0.2301	0.8265	0.3477
6	0.15	0.2301	0.8265	0.3477
6	0.20	0.2301	0.8265	0.3477
6	0.25	0.2301	0.8265	0.3477
6	0.30	0.2304	0.8265	0.3482
6	0.35	0.2303	0.8240	0.3476
6	0.40	0.2286	0.8151	0.3449
6	0.45	0.2297	0.7857	0.3402
6	0.50	0.2172	0.7466	0.3226
6	0.55	0.2176	0.6892	0.3115
6	0.60	0.2083	0.6327	0.2923
6	0.65	0.2034	0.5659	0.2746
6	0.70	0.1900	0.4977	0.2483
6	0.75	0.1625	0.4069	0.2119
6	0.80	0.1642	0.3214	0.1916
6	0.85	0.1379	0.2096	0.1501
6	0.90	0.0972	0.0833	0.0845
6	0.95	0.0255	0.0174	0.0196
7	0.00	0.2306	0.8291	0.3486
7	0.05	0.2306	0.8291	0.3486
7	0.10	0.2301	0.8265	0.3477
7	0.15	0.2301	0.8265	0.3477
7	0.20	0.2301	0.8265	0.3477
7	0.25	0.2301	0.8265	0.3477
7	0.30	0.2304	0.8265	0.3482
7	0.35	0.2303	0.8240	0.3476
7	0.40	0.2286	0.8151	0.3449
7	0.45	0.2297	0.7857	0.3402
7	0.50	0.2172	0.7466	0.3226
7	0.55	0.2176	0.6892	0.3115
7	0.60	0.2083	0.6327	0.2923
7	0.65	0.2034	0.5659	0.2746
7	0.70	0.1900	0.4977	0.2483
7	0.75	0.1625	0.4069	0.2119
7	0.80	0.1642	0.3214	0.1916
7	0.85	0.1379	0.2096	0.1501
7	0.90	0.0972	0.0833	0.0845
7	0.95	0.0255	0.0174	0.0196
8	0.00	0.2306	0.8291	0.3486
8	0.05	0.2306	0.8291	0.3486
8	0.10	0.2301	0.8265	0.3477
8	0.15	0.2301	0.8265	0.3477
8	0.20	0.2301	0.8265	0.3477
8	0.25	0.2301	0.8265	0.3477
8	0.30	0.2304	0.8265	0.3482
8	0.35	0.2303	0.8240	0.3476
8	0.40	0.2286	0.8151	0.3449
8	0.45	0.2297	0.7857	0.3402
8	0.50	0.2172	0.7466	0.3226
8	0.55	0.2176	0.6892	0.3115
8	0.60	0.2083	0.6327	0.2923
8	0.65	0.2034	0.5659	0.2746
8	0.70	0.1900	0.4977	0.2483
8	0.75	0.1625	0.4069	0.2119
8	0.80	0.1642	0.3214	0.1916
8	0.85	0.1379	0.2096	0.1501
8	0.90	0.0972	0.0833	0.0845
8	0.95	0.0255	0.0174	0.0196
9	0.00	0.2306	0.8291	0.3486
9	0.05	0.2306	0.8291	0.3486
9	0.10	0.2301	0.8265	0.3477
9	0.15	0.2301	0.8265	0.3477
9	0.20	0.2301	0.8265	0.3477
9	0.25	0.2301	0.8265	0.3477
9	0.30	0.2304	0.8265	0.3482
9	0.35	0.2303	0.8240	0.3476
9	0.40	0.2286	0.8151	0.3449
9	0.45	0.2297	0.7857	0.3402
9	0.50	0.2172	0.7466	0.3226
9	0.55	0.2176	0.6892	0.3115
9	0.60	0.2083	0.6327	0.2923
9	0.65	0.2034	0.5659	0.2746
9	0.70	0.1900	0.4977	0.2483
9	0.75	0.1625	0.4069	0.2119
9	0.80	0.1642	0.3214	0.1916
9	0.85	0.1379	0.2096	0.1501
9	0.90	0.0972	0.0833	0.0845
9	0.95	0.0255	0.0174	0.0196
10	0.00	0.2306	0.8291	0.3486
10	0.05	0.2306	0.8291	0.3486
10	0.10	0.2301	0.8265	0.3477
10	0.15	0.2301	0.8265	0.3477
10	0.20	0.2301	0.8265	0.3477
10	0.25	0.2301	0.8265	0.3477
10	0.30	0.2304	0.8265	0.3482
10	0.35	0.2303	0.8240	0.3476
10	0.40	0.2286	0.8151	0.3449
