Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5565	0.4223	0.4625
1	0.05	0.5565	0.4223	0.4625
1	0.10	0.5565	0.4223	0.4625
1	0.15	0.5565	0.4223	0.4625
1	0.20	0.5565	0.4223	0.4625
1	0.25	0.5565	0.4223	0.4625
1	0.30	0.5565	0.4223	0.4625
1	0.35	0.5565	0.4223	0.4625
1	0.40	0.5565	0.4223	0.4625
1	0.45	0.5511	0.4169	0.4572
1	0.50	0.5349	0.4034	0.4428
1	0.55	0.5134	0.3833	0.4222
1	0.60	0.4946	0.3672	0.4052
1	0.65	0.4543	0.3322	0.3685
1	0.70	0.4194	0.3053	0.3389
1	0.75	0.3495	0.2540	0.2818
1	0.80	0.3011	0.2119	0.2379
1	0.85	0.2070	0.1393	0.1586
1	0.90	0.1022	0.0685	0.0780
1	0.95	0.0323	0.0237	0.0260
2	0.00	0.4059	0.5771	0.4562
2	0.05	0.4059	0.5771	0.4562
2	0.10	0.4059	0.5771	0.4562
2	0.15	0.4059	0.5771	0.4562
2	0.20	0.4059	0.5771	0.4562
2	0.25	0.4059	0.5771	0.4562
2	0.30	0.4059	0.5771	0.4562
2	0.35	0.4046	0.5744	0.4544
2	0.40	0.4046	0.5717	0.4535
2	0.45	0.4005	0.5596	0.4463
2	0.50	0.3911	0.5435	0.4347
2	0.55	0.3737	0.5085	0.4114
2	0.60	0.3642	0.4870	0.3970
2	0.65	0.3387	0.4359	0.3627
2	0.70	0.3185	0.3940	0.3334
2	0.75	0.2675	0.3280	0.2813
2	0.80	0.2419	0.2693	0.2403
2	0.85	0.1761	0.1756	0.1659
2	0.90	0.0968	0.0811	0.0838
2	0.95	0.0323	0.0237	0.0260
3	0.00	0.3190	0.6738	0.4154
3	0.05	0.3190	0.6738	0.4154
3	0.10	0.3190	0.6738	0.4154
3	0.15	0.3190	0.6738	0.4154
3	0.20	0.3190	0.6738	0.4154
3	0.25	0.3190	0.6738	0.4154
3	0.30	0.3190	0.6738	0.4154
3	0.35	0.3181	0.6711	0.4141
3	0.40	0.3194	0.6685	0.4145
3	0.45	0.3154	0.6496	0.4059
3	0.50	0.3087	0.6308	0.3962
3	0.55	0.2948	0.5838	0.3738
3	0.60	0.2890	0.5542	0.3601
3	0.65	0.2728	0.4955	0.3321
3	0.70	0.2567	0.4415	0.3024
3	0.75	0.2146	0.3634	0.2548
3	0.80	0.2003	0.2872	0.2177
3	0.85	0.1573	0.1900	0.1590
3	0.90	0.0945	0.0820	0.0824
3	0.95	0.0323	0.0237	0.0260
4	0.00	0.2688	0.7567	0.3818
4	0.05	0.2688	0.7567	0.3818
4	0.10	0.2688	0.7567	0.3818
4	0.15	0.2688	0.7567	0.3818
4	0.20	0.2688	0.7567	0.3818
4	0.25	0.2688	0.7567	0.3818
4	0.30	0.2690	0.7567	0.3821
4	0.35	0.2684	0.7540	0.3810
