Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.9421	0.9421	0.9421
1	0.05	0.9421	0.9421	0.9421
1	0.10	0.9395	0.9395	0.9395
1	0.15	0.9395	0.9395	0.9395
1	0.20	0.9395	0.9395	0.9395
1	0.25	0.9395	0.9395	0.9395
1	0.30	0.9368	0.9368	0.9368
1	0.35	0.9289	0.9289	0.9289
1	0.40	0.9184	0.9184	0.9184
1	0.45	0.8842	0.8842	0.8842
1	0.50	0.8237	0.8237	0.8237
1	0.55	0.7711	0.7711	0.7711
1	0.60	0.6895	0.6895	0.6895
1	0.65	0.6053	0.6053	0.6053
1	0.70	0.5395	0.5395	0.5395
1	0.75	0.4526	0.4526	0.4526
1	0.80	0.3316	0.3316	0.3316
1	0.85	0.2000	0.2000	0.2000
1	0.90	0.0553	0.0553	0.0553
1	0.95	0.0000	0.0000	0.0000
2	0.00	0.9421	0.9421	0.9421
2	0.05	0.9421	0.9421	0.9421
2	0.10	0.9395	0.9395	0.9395
2	0.15	0.9395	0.9395	0.9395
2	0.20	0.9395	0.9395	0.9395
2	0.25	0.9395	0.9395	0.9395
2	0.30	0.9368	0.9368	0.9368
2	0.35	0.9289	0.9289	0.9289
2	0.40	0.9184	0.9184	0.9184
2	0.45	0.8842	0.8842	0.8842
2	0.50	0.8237	0.8237	0.8237
2	0.55	0.7711	0.7711	0.7711
2	0.60	0.6895	0.6895	0.6895
2	0.65	0.6053	0.6053	0.6053
2	0.70	0.5395	0.5395	0.5395
2	0.75	0.4526	0.4526	0.4526
2	0.80	0.3316	0.3316	0.3316
2	0.85	0.2000	0.2000	0.2000
2	0.90	0.0553	0.0553	0.0553
2	0.95	0.0000	0.0000	0.0000
3	0.00	0.9421	0.9421	0.9421
3	0.05	0.9421	0.9421	0.9421
3	0.10	0.9395	0.9395	0.9395
3	0.15	0.9395	0.9395	0.9395
3	0.20	0.9395	0.9395	0.9395
3	0.25	0.9395	0.9395	0.9395
3	0.30	0.9368	0.9368	0.9368
3	0.35	0.9289	0.9289	0.9289
3	0.40	0.9184	0.9184	0.9184
3	0.45	0.8842	0.8842	0.8842
3	0.50	0.8237	0.8237	0.8237
3	0.55	0.7711	0.7711	0.7711
3	0.60	0.6895	0.6895	0.6895
3	0.65	0.6053	0.6053	0.6053
3	0.70	0.5395	0.5395	0.5395
3	0.75	0.4526	0.4526	0.4526
3	0.80	0.3316	0.3316	0.3316
3	0.85	0.2000	0.2000	0.2000
3	0.90	0.0553	0.0553	0.0553
3	0.95	0.0000	0.0000	0.0000
4	0.00	0.9421	0.9421	0.9421
4	0.05	0.9421	0.9421	0.9421
4	0.10	0.9395	0.9395	0.9395
4	0.15	0.9395	0.9395	0.9395
4	0.20	0.9395	0.9395	0.9395
4	0.25	0.9395	0.9395	0.9395
4	0.30	0.9368	0.9368	0.9368
4	0.35	0.9289	0.9289	0.9289
4	0.40	0.9184	0.9184	0.9184
4	0.45	0.8842	0.8842	0.8842
4	0.50	0.8237	0.8237	0.8237
4	0.55	0.7711	0.7711	0.7711
4	0.60	0.6895	0.6895	0.6895
4	0.65	0.6053	0.6053	0.6053
4	0.70	0.5395	0.5395	0.5395
4	0.75	0.4526	0.4526	0.4526
4	0.80	0.3316	0.3316	0.3316
4	0.85	0.2000	0.2000	0.2000
4	0.90	0.0553	0.0553	0.0553
4	0.95	0.0000	0.0000	0.0000
5	0.00	0.9421	0.9421	0.9421
5	0.05	0.9421	0.9421	0.9421
5	0.10	0.9395	0.9395	0.9395
5	0.15	0.9395	0.9395	0.9395
5	0.20	0.9395	0.9395	0.9395
5	0.25	0.9395	0.9395	0.9395
5	0.30	0.9368	0.9368	0.9368
5	0.35	0.9289	0.9289	0.9289
5	0.40	0.9184	0.9184	0.9184
5	0.45	0.8842	0.8842	0.8842
5	0.50	0.8237	0.8237	0.8237
5	0.55	0.7711	0.7711	0.7711
5	0.60	0.6895	0.6895	0.6895
5	0.65	0.6053	0.6053	0.6053
5	0.70	0.5395	0.5395	0.5395
5	0.75	0.4526	0.4526	0.4526
5	0.80	0.3316	0.3316	0.3316
5	0.85	0.2000	0.2000	0.2000
5	0.90	0.0553	0.0553	0.0553
5	0.95	0.0000	0.0000	0.0000
6	0.00	0.9421	0.9421	0.9421
6	0.05	0.9421	0.9421	0.9421
6	0.10	0.9395	0.9395	0.9395
6	0.15	0.9395	0.9395	0.9395
6	0.20	0.9395	0.9395	0.9395
6	0.25	0.9395	0.9395	0.9395
6	0.30	0.9368	0.9368	0.9368
6	0.35	0.9289	0.9289	0.9289
6	0.40	0.9184	0.9184	0.9184
6	0.45	0.8842	0.8842	0.8842
6	0.50	0.8237	0.8237	0.8237
6	0.55	0.7711	0.7711	0.7711
6	0.60	0.6895	0.6895	0.6895
6	0.65	0.6053	0.6053	0.6053
6	0.70	0.5395	0.5395	0.5395
6	0.75	0.4526	0.4526	0.4526
6	0.80	0.3316	0.3316	0.3316
6	0.85	0.2000	0.2000	0.2000
6	0.90	0.0553	0.0553	0.0553
6	0.95	0.0000	0.0000	0.0000
7	0.00	0.9421	0.9421	0.9421
7	0.05	0.9421	0.9421	0.9421
7	0.10	0.9395	0.9395	0.9395
7	0.15	0.9395	0.9395	0.9395
