Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5668	0.4368	0.4758
1	0.05	0.5668	0.4368	0.4758
1	0.10	0.5668	0.4368	0.4758
1	0.15	0.5668	0.4368	0.4758
1	0.20	0.5668	0.4368	0.4758
1	0.25	0.5668	0.4368	0.4758
1	0.30	0.5668	0.4368	0.4758
1	0.35	0.5668	0.4368	0.4758
1	0.40	0.5668	0.4368	0.4758
1	0.45	0.5592	0.4293	0.4683
1	0.50	0.5390	0.4129	0.4506
1	0.55	0.5164	0.3915	0.4288
1	0.60	0.4861	0.3675	0.4028
1	0.65	0.4534	0.3398	0.3734
1	0.70	0.4181	0.3096	0.3415
1	0.75	0.3577	0.2683	0.2943
1	0.80	0.3073	0.2263	0.2498
1	0.85	0.2166	0.1545	0.1721
1	0.90	0.0856	0.0575	0.0651
1	0.95	0.0227	0.0143	0.0164
2	0.00	0.3955	0.5630	0.4448
2	0.05	0.3955	0.5630	0.4448
2	0.10	0.3955	0.5630	0.4448
2	0.15	0.3955	0.5630	0.4448
2	0.20	0.3955	0.5630	0.4448
2	0.25	0.3955	0.5630	0.4448
2	0.30	0.3955	0.5630	0.4448
2	0.35	0.3955	0.5630	0.4448
2	0.40	0.3942	0.5605	0.4432
2	0.45	0.3904	0.5479	0.4360
2	0.50	0.3791	0.5290	0.4222
2	0.55	0.3652	0.4987	0.4020
2	0.60	0.3476	0.4685	0.3806
2	0.65	0.3363	0.4328	0.3604
2	0.70	0.3086	0.3860	0.3247
2	0.75	0.2670	0.3283	0.2801
2	0.80	0.2418	0.2729	0.2421
2	0.85	0.1814	0.1843	0.1724
2	0.90	0.0819	0.0676	0.0704
2	0.95	0.0227	0.0143	0.0164
3	0.00	0.3081	0.6641	0.4044
3	0.05	0.3081	0.6641	0.4044
3	0.10	0.3081	0.6641	0.4044
3	0.15	0.3081	0.6641	0.4044
3	0.20	0.3081	0.6641	0.4044
3	0.25	0.3081	0.6641	0.4044
3	0.30	0.3081	0.6641	0.4044
3	0.35	0.3081	0.6641	0.4044
3	0.40	0.3069	0.6604	0.4025
3	0.45	0.3044	0.6415	0.3951
3	0.50	0.2918	0.6104	0.3777
3	0.55	0.2855	0.5802	0.3641
3	0.60	0.2725	0.5399	0.3438
3	0.65	0.2662	0.4920	0.3255
3	0.70	0.2460	0.4364	0.2930
3	0.75	0.2158	0.3673	0.2547
3	0.80	0.2015	0.2922	0.2197
3	0.85	0.1608	0.1961	0.1631
3	0.90	0.0789	0.0693	0.0694
3	0.95	0.0227	0.0143	0.0164
4	0.00	0.2594	0.7431	0.3706
4	0.05	0.2594	0.7431	0.3706
4	0.10	0.2594	0.7431	0.3706
4	0.15	0.2594	0.7431	0.3706
4	0.20	0.2594	0.7431	0.3706
4	0.25	0.2594	0.7431	0.3706
4	0.30	0.2594	0.7431	0.3706
4	0.35	0.2597	0.7431	0.3707
4	0.40	0.2578	0.7355	0.3678
4	0.45	0.2563	0.7116	0.3609
4	0.50	0.2456	0.6780	0.3450
4	0.55	0.2397	0.6327	0.3298
4	0.60	0.2277	0.5831	0.3094
4	0.65	0.2267	0.5302	0.2957
4	0.70	0.2122	0.4729	0.2684
4	0.75	0.1864	0.3904	0.2326
4	0.80	0.1801	0.3044	0.2034
4	0.85	0.1505	0.2019	0.1563
4	0.90	0.0772	0.0693	0.0683
4	0.95	0.0227	0.0143	0.0164
5	0.00	0.2262	0.8094	0.3418
5	0.05	0.2262	0.8094	0.3418
5	0.10	0.2262	0.8094	0.3418
5	0.15	0.2262	0.8094	0.3418
5	0.20	0.2262	0.8094	0.3418
5	0.25	0.2262	0.8094	0.3418
5	0.30	0.2262	0.8094	0.3418
5	0.35	0.2267	0.8094	0.3422
5	0.40	0.2246	0.7993	0.3389
5	0.45	0.2248	0.7729	0.3337
5	0.50	0.2146	0.7330	0.3178
5	0.55	0.2102	0.6788	0.3036
5	0.60	0.2014	0.6255	0.2864
5	0.65	0.2023	0.5651	0.2743
5	0.70	0.1914	0.5044	0.2504
5	0.75	0.1698	0.4144	0.2187
5	0.80	0.1685	0.3182	0.1938
5	0.85	0.1437	0.2053	0.1507
5	0.90	0.0769	0.0693	0.0680
5	0.95	0.0227	0.0143	0.0164
6	0.00	0.2262	0.8094	0.3418
6	0.05	0.2262	0.8094	0.3418
6	0.10	0.2262	0.8094	0.3418
6	0.15	0.2262	0.8094	0.3418
6	0.20	0.2262	0.8094	0.3418
6	0.25	0.2262	0.8094	0.3418
6	0.30	0.2262	0.8094	0.3418
6	0.35	0.2267	0.8094	0.3422
6	0.40	0.2246	0.7993	0.3389
6	0.45	0.2248	0.7729	0.3337
6	0.50	0.2146	0.7330	0.3178
6	0.55	0.2102	0.6788	0.3036
6	0.60	0.2014	0.6255	0.2864
6	0.65	0.2023	0.5651	0.2743
6	0.70	0.1914	0.5044	0.2504
6	0.75	0.1698	0.4144	0.2187
6	0.80	0.1685	0.3182	0.1938
6	0.85	0.1437	0.2053	0.1507
6	0.90	0.0769	0.0693	0.0680
6	0.95	0.0227	0.0143	0.0164
7	0.00	0.2262	0.8094	0.3418
7	0.05	0.2262	0.8094	0.3418
7	0.10	0.2262	0.8094	0.3418
7	0.15	0.2262	0.8094	0.3418
7	0.20	0.2262	0.8094	0.3418
7	0.25	0.2262	0.8094	0.3418
7	0.30	0.2262	0.8094	0.3418
7	0.35	0.2267	0.8094	0.3422
7	0.40	0.2246	0.7993	0.3389
7	0.45	0.2248	0.7729	0.3337
7	0.50	0.2146	0.7330	0.3178
7	0.55	0.2102	0.6788	0.3036
7	0.60	0.2014	0.6255	0.2864
7	0.65	0.2023	0.5651	0.2743
7	0.70	0.1914	0.5044	0.2504
7	0.75	0.1698	0.4144	0.2187
7	0.80	0.1685	0.3182	0.1938
7	0.85	0.1437	0.2053	0.1507
7	0.90	0.0769	0.0693	0.0680
7	0.95	0.0227	0.0143	0.0164
8	0.00	0.2262	0.8094	0.3418
8	0.05	0.2262	0.8094	0.3418
8	0.10	0.2262	0.8094	0.3418
8	0.15	0.2262	0.8094	0.3418
8	0.20	0.2262	0.8094	0.3418
8	0.25	0.2262	0.8094	0.3418
8	0.30	0.2262	0.8094	0.3418
8	0.35	0.2267	0.8094	0.3422
8	0.40	0.2246	0.7993	0.3389
8	0.45	0.2248	0.7729	0.3337
8	0.50	0.2146	0.7330	0.3178
8	0.55	0.2102	0.6788	0.3036
8	0.60	0.2014	0.6255	0.2864
8	0.65	0.2023	0.5651	0.2743
8	0.70	0.1914	0.5044	0.2504
8	0.75	0.1698	0.4144	0.2187
8	0.80	0.1685	0.3182	0.1938
8	0.85	0.1437	0.2053	0.1507
8	0.90	0.0769	0.0693	0.0680
8	0.95	0.0227	0.0143	0.0164
9	0.00	0.2262	0.8094	0.3418
9	0.05	0.2262	0.8094	0.3418
9	0.10	0.2262	0.8094	0.3418
9	0.15	0.2262	0.8094	0.3418
9	0.20	0.2262	0.8094	0.3418
9	0.25	0.2262	0.8094	0.3418
9	0.30	0.2262	0.8094	0.3418
9	0.35	0.2267	0.8094	0.3422
9	0.40	0.2246	0.7993	0.3389
9	0.45	0.2248	0.7729	0.3337
9	0.50	0.2146	0.7330	0.3178
9	0.55	0.2102	0.6788	0.3036
9	0.60	0.2014	0.6255	0.2864
9	0.65	0.2023	0.5651	0.2743
9	0.70	0.1914	0.5044	0.2504
9	0.75	0.1698	0.4144	0.2187
9	0.80	0.1685	0.3182	0.1938
9	0.85	0.1437	0.2053	0.1507
9	0.90	0.0769	0.0693	0.0680
9	0.95	0.0227	0.0143	0.0164
10	0.00	0.2262	0.8094	0.3418
10	0.05	0.2262	0.8094	0.3418
10	0.10	0.2262	0.8094	0.3418
10	0.15	0.2262	0.8094	0.3418
10	0.20	0.2262	0.8094	0.3418
10	0.25	0.2262	0.8094	0.3418
10	0.30	0.2262	0.8094	0.3418
10	0.35	0.2267	0.8094	0.3422
10	0.40	0.2246	0.7993	0.3389
10	0.45	0.2248	0.7729	0.3337
10	0.50	0.2146	0.7330	0.3178
10	0.55	0.2102	0.6788	0.3036
10	0.60	0.2014	0.6255	0.2864
10	0.65	0.2023	0.5651	0.2743
10	0.70	0.1914	0.5044	0.2504
10	0.75	0.1698	0.4144	0.2187
10	0.80	0.1685	0.3182	0.1938
10	0.85	0.1437	0.2053	0.1507
10	0.90	0.0769	0.0693	0.0680
10	0.95	0.0227	0.0143	0.0164
11	0.00	0.2262	0.8094	0.3418
11	0.05	0.2262	0.8094	0.3418
11	0.10	0.2262	0.8094	0.3418
11	0.15	0.2262	0.8094	0.3418
11	0.20	0.2262	0.8094	0.3418
11	0.25	0.2262	0.8094	0.3418
11	0.30	0.2262	0.8094	0.3418
11	0.35	0.2267	0.8094	0.3422
11	0.40	0.2246	0.7993	0.3389
11	0.45	0.2248	0.7729	0.3337
11	0.50	0.2146	0.7330	0.3178
11	0.55	0.2102	0.6788	0.3036
11	0.60	0.2014	0.6255	0.2864
11	0.65	0.2023	0.5651	0.2743
11	0.70	0.1914	0.5044	0.2504
11	0.75	0.1698	0.4144	0.2187
11	0.80	0.1685	0.3182	0.1938
11	0.85	0.1437	0.2053	0.1507
11	0.90	0.0769	0.0693	0.0680
11	0.95	0.0227	0.0143	0.0164
12	0.00	0.2262	0.8094	0.3418
12	0.05	0.2262	0.8094	0.3418
12	0.10	0.2262	0.8094	0.3418
12	0.15	0.2262	0.8094	0.3418
12	0.20	0.2262	0.8094	0.3418
12	0.25	0.2262	0.8094	0.3418
12	0.30	0.2262	0.8094	0.3418
12	0.35	0.2267	0.8094	0.3422
12	0.40	0.2246	0.7993	0.3389
12	0.45	0.2248	0.7729	0.3337
12	0.50	0.2146	0.7330	0.3178
12	0.55	0.2102	0.6788	0.3036
12	0.60	0.2014	0.6255	0.2864
12	0.65	0.2023	0.5651	0.2743
12	0.70	0.1914	0.5044	0.2504
12	0.75	0.1698	0.4144	0.2187
12	0.80	0.1685	0.3182	0.1938
12	0.85	0.1437	0.2053	0.1507
12	0.90	0.0769	0.0693	0.0680
12	0.95	0.0227	0.0143	0.0164
13	0.00	0.2262	0.8094	0.3418
13	0.05	0.2262	0.8094	0.3418
13	0.10	0.2262	0.8094	0.3418
13	0.15	0.2262	0.8094	0.3418
13	0.20	0.2262	0.8094	0.3418
13	0.25	0.2262	0.8094	0.3418
13	0.30	0.2262	0.8094	0.3418
13	0.35	0.2267	0.8094	0.3422
13	0.40	0.2246	0.7993	0.3389
13	0.45	0.2248	0.7729	0.3337
13	0.50	0.2146	0.7330	0.3178
13	0.55	0.2102	0.6788	0.3036
13	0.60	0.2014	0.6255	0.2864
13	0.65	0.2023	0.5651	0.2743
13	0.70	0.1914	0.5044	0.2504
