Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4883	0.3916	0.4238
1	0.05	0.4883	0.3916	0.4238
1	0.10	0.4883	0.3916	0.4238
1	0.15	0.4883	0.3916	0.4238
1	0.20	0.4883	0.3916	0.4238
1	0.25	0.4883	0.3916	0.4238
1	0.30	0.4856	0.3903	0.4221
1	0.35	0.4830	0.3890	0.4204
1	0.40	0.4778	0.3838	0.4151
1	0.45	0.4674	0.3747	0.4056
1	0.50	0.4386	0.3499	0.3795
1	0.55	0.4256	0.3407	0.3690
1	0.60	0.3838	0.3029	0.3299
1	0.65	0.3577	0.2794	0.3055
1	0.70	0.3368	0.2637	0.2881
1	0.75	0.3055	0.2428	0.2637
1	0.80	0.2533	0.2037	0.2202
1	0.85	0.1619	0.1279	0.1393
1	0.90	0.0522	0.0379	0.0426
1	0.95	0.0026	0.0013	0.0017
2	0.00	0.4452	0.7206	0.5370
2	0.05	0.4452	0.7206	0.5370
2	0.10	0.4452	0.7206	0.5370
2	0.15	0.4452	0.7206	0.5370
2	0.20	0.4452	0.7206	0.5370
2	0.25	0.4452	0.7206	0.5370
2	0.30	0.4426	0.7167	0.5335
2	0.35	0.4399	0.7102	0.5300
2	0.40	0.4360	0.7050	0.5257
2	0.45	0.4295	0.6841	0.5135
2	0.50	0.4034	0.6410	0.4817
2	0.55	0.3825	0.5992	0.4543
2	0.60	0.3499	0.5418	0.4134
2	0.65	0.3172	0.4817	0.3708
2	0.70	0.2859	0.4347	0.3346
2	0.75	0.2546	0.3760	0.2924
2	0.80	0.1971	0.2885	0.2250
2	0.85	0.1279	0.1749	0.1410
2	0.90	0.0457	0.0535	0.0479
2	0.95	0.0026	0.0013	0.0017
3	0.00	0.3560	0.8577	0.4919
3	0.05	0.3560	0.8577	0.4919
3	0.10	0.3560	0.8577	0.4919
3	0.15	0.3560	0.8577	0.4919
3	0.20	0.3560	0.8577	0.4919
3	0.25	0.3560	0.8577	0.4919
3	0.30	0.3555	0.8538	0.4899
3	0.35	0.3542	0.8473	0.4877
3	0.40	0.3512	0.8420	0.4842
3	0.45	0.3481	0.8146	0.4736
3	0.50	0.3272	0.7663	0.4454
3	0.55	0.3116	0.7154	0.4212
3	0.60	0.2833	0.6423	0.3816
3	0.65	0.2554	0.5653	0.3395
3	0.70	0.2250	0.5052	0.3017
