Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6401	0.4926	0.5298
1	0.05	0.6401	0.4926	0.5298
1	0.10	0.6401	0.4926	0.5298
1	0.15	0.6401	0.4926	0.5298
1	0.20	0.6401	0.4926	0.5298
1	0.25	0.6401	0.4926	0.5298
1	0.30	0.6401	0.4926	0.5298
1	0.35	0.6401	0.4926	0.5298
1	0.40	0.6375	0.4900	0.5273
1	0.45	0.6298	0.4836	0.5204
1	0.50	0.6170	0.4707	0.5076
1	0.55	0.6015	0.4566	0.4930
1	0.60	0.5913	0.4476	0.4836
1	0.65	0.5476	0.4065	0.4416
1	0.70	0.4987	0.3632	0.3966
1	0.75	0.4370	0.3126	0.3431
1	0.80	0.3702	0.2602	0.2869
1	0.85	0.2802	0.1832	0.2062
1	0.90	0.1671	0.1120	0.1248
1	0.95	0.0874	0.0589	0.0657
2	0.00	0.4370	0.5985	0.4715
2	0.05	0.4370	0.5985	0.4715
2	0.10	0.4370	0.5985	0.4715
2	0.15	0.4370	0.5985	0.4715
2	0.20	0.4370	0.5985	0.4715
2	0.25	0.4370	0.5985	0.4715
2	0.30	0.4370	0.5985	0.4715
2	0.35	0.4383	0.5985	0.4723
2	0.40	0.4383	0.5934	0.4702
2	0.45	0.4383	0.5869	0.4674
2	0.50	0.4409	0.5715	0.4640
2	0.55	0.4319	0.5509	0.4507
2	0.60	0.4293	0.5334	0.4424
2	0.65	0.4177	0.4837	0.4181
2	0.70	0.3895	0.4282	0.3776
2	0.75	0.3599	0.3723	0.3381
2	0.80	0.3226	0.3031	0.2916
2	0.85	0.2622	0.2135	0.2232
2	0.90	0.1658	0.1266	0.1385
2	0.95	0.0874	0.0621	0.0695
3	0.00	0.3428	0.6650	0.4202
3	0.05	0.3428	0.6650	0.4202
3	0.10	0.3428	0.6650	0.4202
3	0.15	0.3428	0.6650	0.4202
3	0.20	0.3428	0.6650	0.4202
3	0.25	0.3428	0.6650	0.4202
3	0.30	0.3428	0.6650	0.4202
3	0.35	0.3445	0.6650	0.4215
3	0.40	0.3470	0.6599	0.4218
3	0.45	0.3475	0.6483	0.4182
3	0.50	0.3560	0.6329	0.4208
3	0.55	0.3513	0.6110	0.4111
3	0.60	0.3578	0.5887	0.4092
3	0.65	0.3565	0.5313	0.3926
3	0.70	0.3415	0.4692	0.3603
3	0.75	0.3213	0.4028	0.3256
3	0.80	0.2999	0.3287	0.2903
3	0.85	0.2541	0.2347	0.2320
3	0.90	0.1654	0.1383	0.1468
3	0.95	0.0874	0.0647	0.0718
4	0.00	0.2821	0.7105	0.3758
4	0.05	0.2821	0.7105	0.3758
4	0.10	0.2821	0.7105	0.3758
4	0.15	0.2821	0.7105	0.3758
4	0.20	0.2821	0.7105	0.3758
4	0.25	0.2821	0.7105	0.3758
4	0.30	0.2821	0.7105	0.3758
4	0.35	0.2841	0.7105	0.3773
4	0.40	0.2886	0.7054	0.3797
4	0.45	0.2892	0.6925	0.3761
4	0.50	0.3008	0.6746	0.3819
4	0.55	0.2982	0.6501	0.3739
4	0.60	0.3091	0.6223	0.3762
4	0.65	0.3121	0.5591	0.3637
4	0.70	0.3040	0.4912	0.3367
4	0.75	0.2901	0.4151	0.3060
4	0.80	0.2798	0.3365	0.2800
4	0.85	0.2461	0.2426	0.2319
4	0.90	0.1652	0.1431	0.1497
4	0.95	0.0874	0.0652	0.0721
5	0.00	0.2406	0.7439	0.3393
5	0.05	0.2406	0.7439	0.3393
5	0.10	0.2406	0.7439	0.3393
5	0.15	0.2406	0.7439	0.3393
5	0.20	0.2406	0.7439	0.3393
5	0.25	0.2406	0.7439	0.3393
5	0.30	0.2407	0.7439	0.3395
5	0.35	0.2427	0.7439	0.3411
5	0.40	0.2478	0.7362	0.3440
5	0.45	0.2488	0.7207	0.3407
5	0.50	0.2616	0.6976	0.3475
5	0.55	0.2611	0.6706	0.3416
5	0.60	0.2774	0.6428	0.3501
5	0.65	0.2838	0.5789	0.3418
5	0.70	0.2814	0.5072	0.3200
5	0.75	0.2716	0.4279	0.2932
5	0.80	0.2695	0.3486	0.2756
5	0.85	0.2422	0.2479	0.2318
5	0.90	0.1640	0.1446	0.1500
5	0.95	0.0874	0.0652	0.0721
6	0.00	0.2406	0.7439	0.3393
6	0.05	0.2406	0.7439	0.3393
6	0.10	0.2406	0.7439	0.3393
6	0.15	0.2406	0.7439	0.3393
6	0.20	0.2406	0.7439	0.3393
6	0.25	0.2406	0.7439	0.3393
6	0.30	0.2407	0.7439	0.3395
6	0.35	0.2427	0.7439	0.3411
6	0.40	0.2478	0.7362	0.3440
6	0.45	0.2488	0.7207	0.3407
6	0.50	0.2616	0.6976	0.3475
6	0.55	0.2611	0.6706	0.3416
6	0.60	0.2774	0.6428	0.3501
6	0.65	0.2838	0.5789	0.3418
6	0.70	0.2814	0.5072	0.3200
6	0.75	0.2716	0.4279	0.2932
6	0.80	0.2695	0.3486	0.2756
6	0.85	0.2422	0.2479	0.2318
6	0.90	0.1640	0.1446	0.1500
6	0.95	0.0874	0.0652	0.0721
7	0.00	0.2406	0.7439	0.3393
7	0.05	0.2406	0.7439	0.3393
7	0.10	0.2406	0.7439	0.3393
7	0.15	0.2406	0.7439	0.3393
7	0.20	0.2406	0.7439	0.3393
7	0.25	0.2406	0.7439	0.3393
7	0.30	0.2407	0.7439	0.3395
7	0.35	0.2427	0.7439	0.3411
7	0.40	0.2478	0.7362	0.3440
7	0.45	0.2488	0.7207	0.3407
7	0.50	0.2616	0.6976	0.3475
7	0.55	0.2611	0.6706	0.3416
7	0.60	0.2774	0.6428	0.3501
7	0.65	0.2838	0.5789	0.3418
7	0.70	0.2814	0.5072	0.3200
7	0.75	0.2716	0.4279	0.2932
7	0.80	0.2695	0.3486	0.2756
7	0.85	0.2422	0.2479	0.2318
7	0.90	0.1640	0.1446	0.1500
7	0.95	0.0874	0.0652	0.0721
8	0.00	0.2406	0.7439	0.3393
8	0.05	0.2406	0.7439	0.3393
8	0.10	0.2406	0.7439	0.3393
