Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5196	0.3980	0.4345
1	0.05	0.5196	0.3980	0.4345
1	0.10	0.5196	0.3980	0.4345
1	0.15	0.5196	0.3980	0.4345
1	0.20	0.5196	0.3980	0.4345
1	0.25	0.5196	0.3980	0.4345
1	0.30	0.5196	0.3980	0.4345
1	0.35	0.5170	0.3953	0.4319
1	0.40	0.5170	0.3953	0.4319
1	0.45	0.5144	0.3927	0.4292
1	0.50	0.4909	0.3718	0.4075
1	0.55	0.4595	0.3431	0.3779
1	0.60	0.4413	0.3275	0.3614
1	0.65	0.4073	0.2987	0.3309
1	0.70	0.3812	0.2779	0.3083
1	0.75	0.3238	0.2398	0.2641
1	0.80	0.2715	0.1932	0.2158
1	0.85	0.2010	0.1406	0.1575
1	0.90	0.1044	0.0640	0.0748
1	0.95	0.0235	0.0135	0.0161
2	0.00	0.3995	0.5725	0.4507
2	0.05	0.3995	0.5725	0.4507
2	0.10	0.3995	0.5725	0.4507
2	0.15	0.3995	0.5725	0.4507
2	0.20	0.3995	0.5725	0.4507
2	0.25	0.3995	0.5725	0.4507
2	0.30	0.3995	0.5725	0.4507
2	0.35	0.3982	0.5698	0.4489
2	0.40	0.3969	0.5672	0.4472
2	0.45	0.3982	0.5594	0.4450
2	0.50	0.3825	0.5333	0.4254
2	0.55	0.3629	0.4959	0.3996
2	0.60	0.3538	0.4724	0.3852
2	0.65	0.3238	0.4197	0.3474
2	0.70	0.3133	0.3884	0.3280
2	0.75	0.2650	0.3264	0.2786
2	0.80	0.2311	0.2585	0.2312
2	0.85	0.1802	0.1823	0.1727
2	0.90	0.1005	0.0788	0.0837
2	0.95	0.0235	0.0135	0.0161
3	0.00	0.3211	0.6832	0.4192
3	0.05	0.3211	0.6832	0.4192
3	0.10	0.3211	0.6832	0.4192
3	0.15	0.3211	0.6832	0.4192
3	0.20	0.3211	0.6832	0.4192
3	0.25	0.3211	0.6832	0.4192
3	0.30	0.3211	0.6832	0.4192
3	0.35	0.3203	0.6806	0.4179
3	0.40	0.3194	0.6780	0.4165
3	0.45	0.3233	0.6636	0.4152
3	0.50	0.3107	0.6349	0.3977
3	0.55	0.2968	0.5923	0.3760
3	0.60	0.2872	0.5492	0.3568
3	0.65	0.2650	0.4874	0.3239
