Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5501	0.4235	0.4616
1	0.05	0.5501	0.4235	0.4616
1	0.10	0.5501	0.4235	0.4616
1	0.15	0.5501	0.4235	0.4616
1	0.20	0.5501	0.4235	0.4616
1	0.25	0.5501	0.4235	0.4616
1	0.30	0.5501	0.4235	0.4616
1	0.35	0.5476	0.4210	0.4590
1	0.40	0.5476	0.4210	0.4590
1	0.45	0.5373	0.4107	0.4488
1	0.50	0.5167	0.3927	0.4299
1	0.55	0.4961	0.3734	0.4102
1	0.60	0.4730	0.3528	0.3888
1	0.65	0.4370	0.3207	0.3554
1	0.70	0.3985	0.2898	0.3219
1	0.75	0.3496	0.2575	0.2845
1	0.80	0.3033	0.2185	0.2434
1	0.85	0.2211	0.1555	0.1744
1	0.90	0.0900	0.0561	0.0656
1	0.95	0.0257	0.0159	0.0184
2	0.00	0.3959	0.5739	0.4492
2	0.05	0.3959	0.5739	0.4492
2	0.10	0.3959	0.5739	0.4492
2	0.15	0.3959	0.5739	0.4492
2	0.20	0.3959	0.5739	0.4492
2	0.25	0.3959	0.5739	0.4492
2	0.30	0.3959	0.5739	0.4492
2	0.35	0.3946	0.5713	0.4475
2	0.40	0.3933	0.5688	0.4458
2	0.45	0.3856	0.5456	0.4325
2	0.50	0.3702	0.5186	0.4132
2	0.55	0.3573	0.4904	0.3952
2	0.60	0.3470	0.4672	0.3798
2	0.65	0.3290	0.4235	0.3525
2	0.70	0.3072	0.3828	0.3234
2	0.75	0.2699	0.3329	0.2843
2	0.80	0.2455	0.2798	0.2474
2	0.85	0.1889	0.1915	0.1805
2	0.90	0.0861	0.0690	0.0728
2	0.95	0.0257	0.0159	0.0184
3	0.00	0.3196	0.6902	0.4197
3	0.05	0.3196	0.6902	0.4197
3	0.10	0.3196	0.6902	0.4197
3	0.15	0.3196	0.6902	0.4197
3	0.20	0.3196	0.6902	0.4197
3	0.25	0.3196	0.6902	0.4197
3	0.30	0.3196	0.6902	0.4197
