Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6375	0.4592	0.4978
1	0.05	0.6375	0.4592	0.4978
1	0.10	0.6375	0.4592	0.4978
1	0.15	0.6375	0.4592	0.4978
1	0.20	0.6350	0.4567	0.4952
1	0.25	0.6350	0.4567	0.4952
1	0.30	0.6350	0.4567	0.4952
1	0.35	0.6350	0.4567	0.4952
1	0.40	0.6298	0.4515	0.4901
1	0.45	0.6221	0.4438	0.4824
1	0.50	0.6144	0.4361	0.4747
1	0.55	0.5938	0.4174	0.4557
1	0.60	0.5784	0.4020	0.4402
1	0.65	0.5501	0.3763	0.4137
1	0.70	0.5116	0.3403	0.3768
1	0.75	0.4447	0.2918	0.3246
1	0.80	0.4165	0.2704	0.3015
1	0.85	0.3470	0.2268	0.2519
1	0.90	0.2468	0.1666	0.1850
1	0.95	0.2031	0.1467	0.1612
2	0.00	0.4537	0.5566	0.4522
2	0.05	0.4537	0.5566	0.4522
2	0.10	0.4537	0.5566	0.4522
2	0.15	0.4550	0.5566	0.4530
2	0.20	0.4524	0.5540	0.4504
2	0.25	0.4524	0.5540	0.4504
2	0.30	0.4537	0.5540	0.4513
2	0.35	0.4589	0.5540	0.4547
2	0.40	0.4640	0.5489	0.4564
2	0.45	0.4704	0.5386	0.4573
2	0.50	0.4769	0.5296	0.4582
2	0.55	0.4743	0.5065	0.4487
2	0.60	0.4743	0.4795	0.4393
2	0.65	0.4704	0.4512	0.4282
2	0.70	0.4524	0.4109	0.4005
2	0.75	0.4036	0.3529	0.3519
2	0.80	0.3972	0.3214	0.3338
2	0.85	0.3470	0.2637	0.2856
2	0.90	0.2468	0.1878	0.2041
2	0.95	0.2031	0.1607	0.1728
3	0.00	0.3556	0.5941	0.3972
3	0.05	0.3556	0.5941	0.3972
3	0.10	0.3560	0.5941	0.3976
3	0.15	0.3573	0.5941	0.3985
3	0.20	0.3548	0.5916	0.3959
3	0.25	0.3548	0.5916	0.3959
3	0.30	0.3569	0.5916	0.3976
3	0.35	0.3650	0.5916	0.4040
3	0.40	0.3728	0.5864	0.4083
3	0.45	0.3869	0.5761	0.4162
3	0.50	0.4002	0.5650	0.4229
3	0.55	0.4062	0.5412	0.4208
3	0.60	0.4152	0.5134	0.4194
3	0.65	0.4250	0.4842	0.4187
3	0.70	0.4203	0.4430	0.4002
3	0.75	0.3826	0.3799	0.3559
3	0.80	0.3903	0.3452	0.3471
3	0.85	0.3470	0.2801	0.2998
3	0.90	0.2468	0.1952	0.2108
3	0.95	0.2031	0.1642	0.1759
4	0.00	0.2943	0.6188	0.3540
4	0.05	0.2943	0.6188	0.3540
4	0.10	0.2950	0.6188	0.3547
4	0.15	0.2963	0.6188	0.3555
4	0.20	0.2937	0.6162	0.3530
4	0.25	0.2937	0.6162	0.3530
4	0.30	0.2963	0.6162	0.3552
4	0.35	0.3061	0.6162	0.3637
4	0.40	0.3158	0.6111	0.3703
4	0.45	0.3338	0.6008	0.3823
4	0.50	0.3509	0.5888	0.3930
4	0.55	0.3620	0.5644	0.3962
4	0.60	0.3757	0.5314	0.3989
4	0.65	0.3935	0.5010	0.4049
4	0.70	0.3970	0.4588	0.3924
4	0.75	0.3659	0.3941	0.3529
4	0.80	0.3835	0.3579	0.3514
4	0.85	0.3458	0.2902	0.3069
4	0.90	0.2468	0.1986	0.2137
4	0.95	0.2031	0.1653	0.1766
5	0.00	0.2514	0.6342	0.3189
5	0.05	0.2514	0.6342	0.3189
5	0.10	0.2522	0.6342	0.3198
5	0.15	0.2535	0.6342	0.3206
5	0.20	0.2509	0.6316	0.3181
5	0.25	0.2510	0.6316	0.3182
5	0.30	0.2537	0.6316	0.3206
5	0.35	0.2647	0.6316	0.3307
5	0.40	0.2755	0.6265	0.3388
5	0.45	0.2961	0.6162	0.3539
5	0.50	0.3163	0.6042	0.3682
5	0.55	0.3311	0.5798	0.3755
5	0.60	0.3477	0.5442	0.3815
5	0.65	0.3709	0.5131	0.3927
5	0.70	0.3786	0.4685	0.3834
5	0.75	0.3539	0.4009	0.3479
5	0.80	0.3778	0.3639	0.3516
5	0.85	0.3449	0.2949	0.3102
5	0.90	0.2468	0.2003	0.2152
5	0.95	0.2031	0.1653	0.1766
6	0.00	0.2514	0.6342	0.3189
6	0.05	0.2514	0.6342	0.3189
6	0.10	0.2522	0.6342	0.3198
6	0.15	0.2535	0.6342	0.3206
6	0.20	0.2509	0.6316	0.3181
6	0.25	0.2510	0.6316	0.3182
6	0.30	0.2537	0.6316	0.3206
6	0.35	0.2647	0.6316	0.3307
6	0.40	0.2755	0.6265	0.3388
6	0.45	0.2961	0.6162	0.3539
6	0.50	0.3163	0.6042	0.3682
6	0.55	0.3311	0.5798	0.3755
6	0.60	0.3477	0.5442	0.3815
6	0.65	0.3709	0.5131	0.3927
6	0.70	0.3786	0.4685	0.3834
6	0.75	0.3539	0.4009	0.3479
6	0.80	0.3778	0.3639	0.3516
6	0.85	0.3449	0.2949	0.3102
6	0.90	0.2468	0.2003	0.2152
6	0.95	0.2031	0.1653	0.1766
7	0.00	0.2514	0.6342	0.3189
7	0.05	0.2514	0.6342	0.3189
7	0.10	0.2522	0.6342	0.3198
7	0.15	0.2535	0.6342	0.3206
7	0.20	0.2509	0.6316	0.3181
7	0.25	0.2510	0.6316	0.3182
7	0.30	0.2537	0.6316	0.3206
7	0.35	0.2647	0.6316	0.3307
7	0.40	0.2755	0.6265	0.3388
7	0.45	0.2961	0.6162	0.3539
7	0.50	0.3163	0.6042	0.3682
7	0.55	0.3311	0.5798	0.3755
7	0.60	0.3477	0.5442	0.3815
7	0.65	0.3709	0.5131	0.3927
7	0.70	0.3786	0.4685	0.3834
7	0.75	0.3539	0.4009	0.3479
7	0.80	0.3778	0.3639	0.3516
7	0.85	0.3449	0.2949	0.3102
7	0.90	0.2468	0.2003	0.2152
7	0.95	0.2031	0.1653	0.1766
8	0.00	0.2514	0.6342	0.3189
8	0.05	0.2514	0.6342	0.3189
8	0.10	0.2522	0.6342	0.3198
8	0.15	0.2535	0.6342	0.3206
8	0.20	0.2509	0.6316	0.3181
8	0.25	0.2510	0.6316	0.3182
8	0.30	0.2537	0.6316	0.3206
8	0.35	0.2647	0.6316	0.3307
8	0.40	0.2755	0.6265	0.3388
8	0.45	0.2961	0.6162	0.3539
8	0.50	0.3163	0.6042	0.3682
8	0.55	0.3311	0.5798	0.3755
8	0.60	0.3477	0.5442	0.3815
8	0.65	0.3709	0.5131	0.3927
8	0.70	0.3786	0.4685	0.3834
8	0.75	0.3539	0.4009	0.3479
8	0.80	0.3778	0.3639	0.3516
8	0.85	0.3449	0.2949	0.3102
8	0.90	0.2468	0.2003	0.2152
8	0.95	0.2031	0.1653	0.1766
9	0.00	0.2514	0.6342	0.3189
9	0.05	0.2514	0.6342	0.3189
9	0.10	0.2522	0.6342	0.3198
9	0.15	0.2535	0.6342	0.3206
9	0.20	0.2509	0.6316	0.3181
9	0.25	0.2510	0.6316	0.3182
9	0.30	0.2537	0.6316	0.3206
9	0.35	0.2647	0.6316	0.3307
9	0.40	0.2755	0.6265	0.3388
9	0.45	0.2961	0.6162	0.3539
9	0.50	0.3163	0.6042	0.3682
9	0.55	0.3311	0.5798	0.3755
9	0.60	0.3477	0.5442	0.3815
9	0.65	0.3709	0.5131	0.3927
9	0.70	0.3786	0.4685	0.3834
9	0.75	0.3539	0.4009	0.3479
9	0.80	0.3778	0.3639	0.3516
9	0.85	0.3449	0.2949	0.3102
9	0.90	0.2468	0.2003	0.2152
9	0.95	0.2031	0.1653	0.1766
10	0.00	0.2514	0.6342	0.3189
10	0.05	0.2514	0.6342	0.3189
10	0.10	0.2522	0.6342	0.3198
10	0.15	0.2535	0.6342	0.3206
10	0.20	0.2509	0.6316	0.3181
10	0.25	0.2510	0.6316	0.3182
10	0.30	0.2537	0.6316	0.3206
10	0.35	0.2647	0.6316	0.3307
10	0.40	0.2755	0.6265	0.3388
10	0.45	0.2961	0.6162	0.3539
10	0.50	0.3163	0.6042	0.3682
10	0.55	0.3311	0.5798	0.3755
10	0.60	0.3477	0.5442	0.3815
10	0.65	0.3709	0.5131	0.3927
10	0.70	0.3786	0.4685	0.3834
10	0.75	0.3539	0.4009	0.3479
10	0.80	0.3778	0.3639	0.3516
10	0.85	0.3449	0.2949	0.3102
10	0.90	0.2468	0.2003	0.2152
10	0.95	0.2031	0.1653	0.1766
11	0.00	0.2514	0.6342	0.3189
11	0.05	0.2514	0.6342	0.3189
11	0.10	0.2522	0.6342	0.3198
11	0.15	0.2535	0.6342	0.3206
11	0.20	0.2509	0.6316	0.3181
11	0.25	0.2510	0.6316	0.3182
11	0.30	0.2537	0.6316	0.3206
11	0.35	0.2647	0.6316	0.3307
11	0.40	0.2755	0.6265	0.3388
11	0.45	0.2961	0.6162	0.3539
11	0.50	0.3163	0.6042	0.3682
11	0.55	0.3311	0.5798	0.3755
11	0.60	0.3477	0.5442	0.3815
