Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.5490	0.4323	0.4675
1	0.05	0.5490	0.4323	0.4675
1	0.10	0.5490	0.4323	0.4675
1	0.15	0.5490	0.4323	0.4675
1	0.20	0.5490	0.4323	0.4675
1	0.25	0.5490	0.4323	0.4675
1	0.30	0.5490	0.4323	0.4675
1	0.35	0.5464	0.4298	0.4649
1	0.40	0.5464	0.4298	0.4649
1	0.45	0.5361	0.4195	0.4546
1	0.50	0.5129	0.3988	0.4332
1	0.55	0.4923	0.3782	0.4125
1	0.60	0.4536	0.3460	0.3782
1	0.65	0.4201	0.3164	0.3473
1	0.70	0.3840	0.2867	0.3155
1	0.75	0.3196	0.2427	0.2650
1	0.80	0.2835	0.2109	0.2320
1	0.85	0.2139	0.1551	0.1718
1	0.90	0.0902	0.0593	0.0679
1	0.95	0.0206	0.0142	0.0159
2	0.00	0.4162	0.6134	0.4760
2	0.05	0.4162	0.6134	0.4760
2	0.10	0.4162	0.6134	0.4760
2	0.15	0.4162	0.6134	0.4760
2	0.20	0.4162	0.6134	0.4760
2	0.25	0.4162	0.6134	0.4760
2	0.30	0.4162	0.6134	0.4760
2	0.35	0.4149	0.6108	0.4743
2	0.40	0.4137	0.6082	0.4726
2	0.45	0.4085	0.5902	0.4627
2	0.50	0.3943	0.5687	0.4466
2	0.55	0.3892	0.5417	0.4329
2	0.60	0.3608	0.4953	0.3981
2	0.65	0.3466	0.4566	0.3751
2	0.70	0.3209	0.4070	0.3396
2	0.75	0.2642	0.3389	0.2828
2	0.80	0.2371	0.2805	0.2418
2	0.85	0.1869	0.1916	0.1785
2	0.90	0.0863	0.0713	0.0743
2	0.95	0.0206	0.0142	0.0159
3	0.00	0.3230	0.7019	0.4255
3	0.05	0.3230	0.7019	0.4255
3	0.10	0.3230	0.7019	0.4255
3	0.15	0.3230	0.7019	0.4255
3	0.20	0.3230	0.7019	0.4255
3	0.25	0.3230	0.7019	0.4255
3	0.30	0.3230	0.7019	0.4255
3	0.35	0.3226	0.6993	0.4247
3	0.40	0.3209	0.6954	0.4223
3	0.45	0.3187	0.6748	0.4150
3	0.50	0.3071	0.6508	0.4006
3	0.55	0.3058	0.6147	0.3885
3	0.60	0.2839	0.5593	0.3571
3	0.65	0.2766	0.5116	0.3377
3	0.70	0.2590	0.4530	0.3062
3	0.75	0.2122	0.3707	0.2538
3	0.80	0.1985	0.3033	0.2207
3	0.85	0.1680	0.2070	0.1710
3	0.90	0.0842	0.0722	0.0730
3	0.95	0.0206	0.0142	0.0159
