Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.9464	0.9464	0.9464
1	0.05	0.9464	0.9464	0.9464
1	0.10	0.9464	0.9464	0.9464
1	0.15	0.9464	0.9464	0.9464
1	0.20	0.9464	0.9464	0.9464
1	0.25	0.9464	0.9464	0.9464
1	0.30	0.9439	0.9439	0.9439
1	0.35	0.9362	0.9362	0.9362
1	0.40	0.9235	0.9235	0.9235
1	0.45	0.8903	0.8903	0.8903
1	0.50	0.8240	0.8240	0.8240
1	0.55	0.7679	0.7679	0.7679
1	0.60	0.6760	0.6760	0.6760
1	0.65	0.5918	0.5918	0.5918
1	0.70	0.5306	0.5306	0.5306
1	0.75	0.4362	0.4362	0.4362
1	0.80	0.3163	0.3163	0.3163
1	0.85	0.1888	0.1888	0.1888
1	0.90	0.0408	0.0408	0.0408
1	0.95	0.0000	0.0000	0.0000
2	0.00	0.9464	0.9464	0.9464
2	0.05	0.9464	0.9464	0.9464
2	0.10	0.9464	0.9464	0.9464
2	0.15	0.9464	0.9464	0.9464
2	0.20	0.9464	0.9464	0.9464
2	0.25	0.9464	0.9464	0.9464
2	0.30	0.9439	0.9439	0.9439
2	0.35	0.9362	0.9362	0.9362
2	0.40	0.9235	0.9235	0.9235
2	0.45	0.8903	0.8903	0.8903
2	0.50	0.8240	0.8240	0.8240
2	0.55	0.7679	0.7679	0.7679
2	0.60	0.6760	0.6760	0.6760
2	0.65	0.5918	0.5918	0.5918
2	0.70	0.5306	0.5306	0.5306
2	0.75	0.4362	0.4362	0.4362
2	0.80	0.3163	0.3163	0.3163
2	0.85	0.1888	0.1888	0.1888
2	0.90	0.0408	0.0408	0.0408
2	0.95	0.0000	0.0000	0.0000
3	0.00	0.9464	0.9464	0.9464
3	0.05	0.9464	0.9464	0.9464
3	0.10	0.9464	0.9464	0.9464
3	0.15	0.9464	0.9464	0.9464
3	0.20	0.9464	0.9464	0.9464
3	0.25	0.9464	0.9464	0.9464
3	0.30	0.9439	0.9439	0.9439
3	0.35	0.9362	0.9362	0.9362
3	0.40	0.9235	0.9235	0.9235
3	0.45	0.8903	0.8903	0.8903
3	0.50	0.8240	0.8240	0.8240
3	0.55	0.7679	0.7679	0.7679
3	0.60	0.6760	0.6760	0.6760
3	0.65	0.5918	0.5918	0.5918
3	0.70	0.5306	0.5306	0.5306
3	0.75	0.4362	0.4362	0.4362
3	0.80	0.3163	0.3163	0.3163
3	0.85	0.1888	0.1888	0.1888
3	0.90	0.0408	0.0408	0.0408
3	0.95	0.0000	0.0000	0.0000
4	0.00	0.9464	0.9464	0.9464
4	0.05	0.9464	0.9464	0.9464
4	0.10	0.9464	0.9464	0.9464
4	0.15	0.9464	0.9464	0.9464
4	0.20	0.9464	0.9464	0.9464
4	0.25	0.9464	0.9464	0.9464
4	0.30	0.9439	0.9439	0.9439
4	0.35	0.9362	0.9362	0.9362
4	0.40	0.9235	0.9235	0.9235
4	0.45	0.8903	0.8903	0.8903
4	0.50	0.8240	0.8240	0.8240
4	0.55	0.7679	0.7679	0.7679
4	0.60	0.6760	0.6760	0.6760
4	0.65	0.5918	0.5918	0.5918
4	0.70	0.5306	0.5306	0.5306
4	0.75	0.4362	0.4362	0.4362
4	0.80	0.3163	0.3163	0.3163
4	0.85	0.1888	0.1888	0.1888
4	0.90	0.0408	0.0408	0.0408
4	0.95	0.0000	0.0000	0.0000
5	0.00	0.9464	0.9464	0.9464
5	0.05	0.9464	0.9464	0.9464
5	0.10	0.9464	0.9464	0.9464
5	0.15	0.9464	0.9464	0.9464
5	0.20	0.9464	0.9464	0.9464
5	0.25	0.9464	0.9464	0.9464
5	0.30	0.9439	0.9439	0.9439
5	0.35	0.9362	0.9362	0.9362
5	0.40	0.9235	0.9235	0.9235
5	0.45	0.8903	0.8903	0.8903
5	0.50	0.8240	0.8240	0.8240
5	0.55	0.7679	0.7679	0.7679
5	0.60	0.6760	0.6760	0.6760
5	0.65	0.5918	0.5918	0.5918
5	0.70	0.5306	0.5306	0.5306
5	0.75	0.4362	0.4362	0.4362
5	0.80	0.3163	0.3163	0.3163
5	0.85	0.1888	0.1888	0.1888
5	0.90	0.0408	0.0408	0.0408
5	0.95	0.0000	0.0000	0.0000
6	0.00	0.9464	0.9464	0.9464
6	0.05	0.9464	0.9464	0.9464
6	0.10	0.9464	0.9464	0.9464
6	0.15	0.9464	0.9464	0.9464
6	0.20	0.9464	0.9464	0.9464
6	0.25	0.9464	0.9464	0.9464
6	0.30	0.9439	0.9439	0.9439
6	0.35	0.9362	0.9362	0.9362
6	0.40	0.9235	0.9235	0.9235
6	0.45	0.8903	0.8903	0.8903
6	0.50	0.8240	0.8240	0.8240
6	0.55	0.7679	0.7679	0.7679
6	0.60	0.6760	0.6760	0.6760
6	0.65	0.5918	0.5918	0.5918
6	0.70	0.5306	0.5306	0.5306
6	0.75	0.4362	0.4362	0.4362
6	0.80	0.3163	0.3163	0.3163
6	0.85	0.1888	0.1888	0.1888
6	0.90	0.0408	0.0408	0.0408
6	0.95	0.0000	0.0000	0.0000
7	0.00	0.9464	0.9464	0.9464
7	0.05	0.9464	0.9464	0.9464
7	0.10	0.9464	0.9464	0.9464
7	0.15	0.9464	0.9464	0.9464
7	0.20	0.9464	0.9464	0.9464
7	0.25	0.9464	0.9464	0.9464
7	0.30	0.9439	0.9439	0.9439
7	0.35	0.9362	0.9362	0.9362
7	0.40	0.9235	0.9235	0.9235
7	0.45	0.8903	0.8903	0.8903
7	0.50	0.8240	0.8240	0.8240
7	0.55	0.7679	0.7679	0.7679
7	0.60	0.6760	0.6760	0.6760
7	0.65	0.5918	0.5918	0.5918
7	0.70	0.5306	0.5306	0.5306
7	0.75	0.4362	0.4362	0.4362
7	0.80	0.3163	0.3163	0.3163
7	0.85	0.1888	0.1888	0.1888
7	0.90	0.0408	0.0408	0.0408
7	0.95	0.0000	0.0000	0.0000
8	0.00	0.9464	0.9464	0.9464
8	0.05	0.9464	0.9464	0.9464
8	0.10	0.9464	0.9464	0.9464
8	0.15	0.9464	0.9464	0.9464
8	0.20	0.9464	0.9464	0.9464
8	0.25	0.9464	0.9464	0.9464
8	0.30	0.9439	0.9439	0.9439
8	0.35	0.9362	0.9362	0.9362
8	0.40	0.9235	0.9235	0.9235
8	0.45	0.8903	0.8903	0.8903
8	0.50	0.8240	0.8240	0.8240
8	0.55	0.7679	0.7679	0.7679
8	0.60	0.6760	0.6760	0.6760
8	0.65	0.5918	0.5918	0.5918
8	0.70	0.5306	0.5306	0.5306
8	0.75	0.4362	0.4362	0.4362
8	0.80	0.3163	0.3163	0.3163
8	0.85	0.1888	0.1888	0.1888
8	0.90	0.0408	0.0408	0.0408
8	0.95	0.0000	0.0000	0.0000
9	0.00	0.9464	0.9464	0.9464
9	0.05	0.9464	0.9464	0.9464
9	0.10	0.9464	0.9464	0.9464
9	0.15	0.9464	0.9464	0.9464
9	0.20	0.9464	0.9464	0.9464
9	0.25	0.9464	0.9464	0.9464
9	0.30	0.9439	0.9439	0.9439
9	0.35	0.9362	0.9362	0.9362
9	0.40	0.9235	0.9235	0.9235
9	0.45	0.8903	0.8903	0.8903
9	0.50	0.8240	0.8240	0.8240
9	0.55	0.7679	0.7679	0.7679
9	0.60	0.6760	0.6760	0.6760
9	0.65	0.5918	0.5918	0.5918
9	0.70	0.5306	0.5306	0.5306
9	0.75	0.4362	0.4362	0.4362
9	0.80	0.3163	0.3163	0.3163
9	0.85	0.1888	0.1888	0.1888
9	0.90	0.0408	0.0408	0.0408
9	0.95	0.0000	0.0000	0.0000
10	0.00	0.9464	0.9464	0.9464
10	0.05	0.9464	0.9464	0.9464
10	0.10	0.9464	0.9464	0.9464
10	0.15	0.9464	0.9464	0.9464
10	0.20	0.9464	0.9464	0.9464
10	0.25	0.9464	0.9464	0.9464
10	0.30	0.9439	0.9439	0.9439
10	0.35	0.9362	0.9362	0.9362
10	0.40	0.9235	0.9235	0.9235
10	0.45	0.8903	0.8903	0.8903
10	0.50	0.8240	0.8240	0.8240
10	0.55	0.7679	0.7679	0.7679
10	0.60	0.6760	0.6760	0.6760
10	0.65	0.5918	0.5918	0.5918
10	0.70	0.5306	0.5306	0.5306
10	0.75	0.4362	0.4362	0.4362
10	0.80	0.3163	0.3163	0.3163
10	0.85	0.1888	0.1888	0.1888
10	0.90	0.0408	0.0408	0.0408
10	0.95	0.0000	0.0000	0.0000
11	0.00	0.9464	0.9464	0.9464
11	0.05	0.9464	0.9464	0.9464
11	0.10	0.9464	0.9464	0.9464
11	0.15	0.9464	0.9464	0.9464
11	0.20	0.9464	0.9464	0.9464
11	0.25	0.9464	0.9464	0.9464
11	0.30	0.9439	0.9439	0.9439
11	0.35	0.9362	0.9362	0.9362
11	0.40	0.9235	0.9235	0.9235
11	0.45	0.8903	0.8903	0.8903
11	0.50	0.8240	0.8240	0.8240
11	0.55	0.7679	0.7679	0.7679
11	0.60	0.6760	0.6760	0.6760
11	0.65	0.5918	0.5918	0.5918
11	0.70	0.5306	0.5306	0.5306
11	0.75	0.4362	0.4362	0.4362
11	0.80	0.3163	0.3163	0.3163
11	0.85	0.1888	0.1888	0.1888
11	0.90	0.0408	0.0408	0.0408
11	0.95	0.0000	0.0000	0.0000
12	0.00	0.9464	0.9464	0.9464
12	0.05	0.9464	0.9464	0.9464
12	0.10	0.9464	0.9464	0.9464
12	0.15	0.9464	0.9464	0.9464
12	0.20	0.9464	0.9464	0.9464
12	0.25	0.9464	0.9464	0.9464
12	0.30	0.9439	0.9439	0.9439
12	0.35	0.9362	0.9362	0.9362
12	0.40	0.9235	0.9235	0.9235
12	0.45	0.8903	0.8903	0.8903
12	0.50	0.8240	0.8240	0.8240
12	0.55	0.7679	0.7679	0.7679
12	0.60	0.6760	0.6760	0.6760
12	0.65	0.5918	0.5918	0.5918
12	0.70	0.5306	0.5306	0.5306
12	0.75	0.4362	0.4362	0.4362
12	0.80	0.3163	0.3163	0.3163
12	0.85	0.1888	0.1888	0.1888
12	0.90	0.0408	0.0408	0.0408
12	0.95	0.0000	0.0000	0.0000
13	0.00	0.9464	0.9464	0.9464
13	0.05	0.9464	0.9464	0.9464
13	0.10	0.9464	0.9464	0.9464
13	0.15	0.9464	0.9464	0.9464
13	0.20	0.9464	0.9464	0.9464
13	0.25	0.9464	0.9464	0.9464
13	0.30	0.9439	0.9439	0.9439
13	0.35	0.9362	0.9362	0.9362
13	0.40	0.9235	0.9235	0.9235
13	0.45	0.8903	0.8903	0.8903
13	0.50	0.8240	0.8240	0.8240
13	0.55	0.7679	0.7679	0.7679
13	0.60	0.6760	0.6760	0.6760
13	0.65	0.5918	0.5918	0.5918
13	0.70	0.5306	0.5306	0.5306
13	0.75	0.4362	0.4362	0.4362
13	0.80	0.3163	0.3163	0.3163
13	0.85	0.1888	0.1888	0.1888
13	0.90	0.0408	0.0408	0.0408
13	0.95	0.0000	0.0000	0.0000
14	0.00	0.9464	0.9464	0.9464
14	0.05	0.9464	0.9464	0.9464
14	0.10	0.9464	0.9464	0.9464
14	0.15	0.9464	0.9464	0.9464
14	0.20	0.9464	0.9464	0.9464
14	0.25	0.9464	0.9464	0.9464
14	0.30	0.9439	0.9439	0.9439
14	0.35	0.9362	0.9362	0.9362
14	0.40	0.9235	0.9235	0.9235
14	0.45	0.8903	0.8903	0.8903
14	0.50	0.8240	0.8240	0.8240
14	0.55	0.7679	0.7679	0.7679
14	0.60	0.6760	0.6760	0.6760
14	0.65	0.5918	0.5918	0.5918
14	0.70	0.5306	0.5306	0.5306
14	0.75	0.4362	0.4362	0.4362
14	0.80	0.3163	0.3163	0.3163
14	0.85	0.1888	0.1888	0.1888
14	0.90	0.0408	0.0408	0.0408
14	0.95	0.0000	0.0000	0.0000
15	0.00	0.9464	0.9464	0.9464
15	0.05	0.9464	0.9464	0.9464
15	0.10	0.9464	0.9464	0.9464
15	0.15	0.9464	0.9464	0.9464
15	0.20	0.9464	0.9464	0.9464
15	0.25	0.9464	0.9464	0.9464
15	0.30	0.9439	0.9439	0.9439
15	0.35	0.9362	0.9362	0.9362
15	0.40	0.9235	0.9235	0.9235
15	0.45	0.8903	0.8903	0.8903
15	0.50	0.8240	0.8240	0.8240
15	0.55	0.7679	0.7679	0.7679
15	0.60	0.6760	0.6760	0.6760
15	0.65	0.5918	0.5918	0.5918
15	0.70	0.5306	0.5306	0.5306
15	0.75	0.4362	0.4362	0.4362
15	0.80	0.3163	0.3163	0.3163
15	0.85	0.1888	0.1888	0.1888
15	0.90	0.0408	0.0408	0.0408
15	0.95	0.0000	0.0000	0.0000

Best Precision (doc avg): 0.9464	Limit: 15	Threshold: 0.25
Best    Recall (doc avg): 0.9464	Limit: 15	Threshold: 0.25
Best  F1 score (doc avg): 0.9464	Limit: 15	Threshold: 0.25
Best              NDCG@5: 0.9770	Limit: 15	Threshold: 0.25
Best             NDCG@10: 0.9770	Limit: 15	Threshold: 0.25
Documents evaluated:	392
