Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6247	0.4554	0.4928
1	0.05	0.6247	0.4554	0.4928
1	0.10	0.6247	0.4554	0.4928
1	0.15	0.6247	0.4554	0.4928
1	0.20	0.6247	0.4554	0.4928
1	0.25	0.6247	0.4554	0.4928
1	0.30	0.6247	0.4554	0.4928
1	0.35	0.6222	0.4529	0.4903
1	0.40	0.6196	0.4504	0.4877
1	0.45	0.6146	0.4453	0.4827
1	0.50	0.6020	0.4359	0.4725
1	0.55	0.5793	0.4132	0.4498
1	0.60	0.5617	0.3975	0.4337
1	0.65	0.5264	0.3660	0.4009
1	0.70	0.4836	0.3291	0.3625
1	0.75	0.4282	0.2881	0.3187
1	0.80	0.3778	0.2523	0.2797
1	0.85	0.3325	0.2208	0.2445
1	0.90	0.2443	0.1732	0.1897
1	0.95	0.1864	0.1345	0.1478
2	0.00	0.4358	0.5445	0.4395
2	0.05	0.4358	0.5445	0.4395
2	0.10	0.4358	0.5445	0.4395
2	0.15	0.4358	0.5445	0.4395
2	0.20	0.4358	0.5445	0.4395
2	0.25	0.4358	0.5445	0.4395
2	0.30	0.4383	0.5445	0.4412
2	0.35	0.4395	0.5420	0.4412
2	0.40	0.4471	0.5395	0.4454
2	0.45	0.4572	0.5344	0.4500
2	0.50	0.4597	0.5193	0.4462
2	0.55	0.4559	0.4929	0.4345
2	0.60	0.4572	0.4661	0.4264
2	0.65	0.4471	0.4346	0.4105
2	0.70	0.4207	0.3935	0.3789
2	0.75	0.3829	0.3449	0.3402
2	0.80	0.3526	0.2961	0.3030
2	0.85	0.3312	0.2563	0.2757
2	0.90	0.2443	0.1922	0.2065
2	0.95	0.1864	0.1496	0.1605
3	0.00	0.3417	0.5833	0.3863
3	0.05	0.3417	0.5833	0.3863
3	0.10	0.3417	0.5833	0.3863
3	0.15	0.3417	0.5833	0.3863
3	0.20	0.3417	0.5833	0.3863
3	0.25	0.3417	0.5833	0.3863
3	0.30	0.3451	0.5833	0.3888
3	0.35	0.3489	0.5808	0.3913
3	0.40	0.3585	0.5758	0.3972
3	0.45	0.3770	0.5701	0.4089
3	0.50	0.3875	0.5542	0.4121
3	0.55	0.3908	0.5271	0.4063
3	0.60	0.4039	0.4999	0.4091
3	0.65	0.4055	0.4676	0.4019
3	0.70	0.3942	0.4265	0.3814
3	0.75	0.3619	0.3699	0.3424
3	0.80	0.3442	0.3181	0.3130
3	0.85	0.3308	0.2726	0.2889
3	0.90	0.2443	0.1978	0.2117
3	0.95	0.1864	0.1516	0.1622
4	0.00	0.2809	0.6037	0.3415
4	0.05	0.2809	0.6037	0.3415
4	0.10	0.2809	0.6037	0.3415
4	0.15	0.2809	0.6037	0.3415
4	0.20	0.2809	0.6037	0.3415
4	0.25	0.2813	0.6037	0.3420
4	0.30	0.2846	0.6037	0.3445
4	0.35	0.2903	0.6012	0.3493
4	0.40	0.3021	0.5961	0.3576
4	0.45	0.3249	0.5898	0.3738
4	0.50	0.3396	0.5739	0.3813
4	0.55	0.3482	0.5462	0.3810
4	0.60	0.3667	0.5187	0.3892
4	0.65	0.3764	0.4851	0.3886
4	0.70	0.3738	0.4440	0.3755
4	0.75	0.3461	0.3857	0.3396
4	0.80	0.3375	0.3317	0.3163
4	0.85	0.3300	0.2814	0.2953
4	0.90	0.2443	0.2006	0.2142
4	0.95	0.1864	0.1521	0.1625
5	0.00	0.2398	0.6218	0.3077
5	0.05	0.2398	0.6218	0.3077
5	0.10	0.2398	0.6218	0.3077
5	0.15	0.2398	0.6218	0.3077
5	0.20	0.2398	0.6218	0.3077
5	0.25	0.2405	0.6218	0.3085
5	0.30	0.2438	0.6218	0.3110
5	0.35	0.2508	0.6193	0.3175
5	0.40	0.2643	0.6142	0.3277
5	0.45	0.2898	0.6079	0.3471
5	0.50	0.3068	0.5911	0.3573
5	0.55	0.3193	0.5634	0.3614
5	0.60	0.3403	0.5330	0.3720
5	0.65	0.3545	0.4938	0.3751
5	0.70	0.3562	0.4524	0.3664
5	0.75	0.3344	0.3926	0.3343
5	0.80	0.3325	0.3369	0.3160
5	0.85	0.3291	0.2859	0.2984
5	0.90	0.2443	0.2020	0.2155
5	0.95	0.1864	0.1521	0.1625
6	0.00	0.2398	0.6218	0.3077
6	0.05	0.2398	0.6218	0.3077
6	0.10	0.2398	0.6218	0.3077
6	0.15	0.2398	0.6218	0.3077
6	0.20	0.2398	0.6218	0.3077
6	0.25	0.2405	0.6218	0.3085
6	0.30	0.2438	0.6218	0.3110
