Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.9490	0.9490	0.9490
1	0.05	0.9490	0.9490	0.9490
1	0.10	0.9464	0.9464	0.9464
1	0.15	0.9464	0.9464	0.9464
1	0.20	0.9464	0.9464	0.9464
1	0.25	0.9464	0.9464	0.9464
1	0.30	0.9464	0.9464	0.9464
1	0.35	0.9362	0.9362	0.9362
1	0.40	0.9286	0.9286	0.9286
1	0.45	0.8954	0.8954	0.8954
1	0.50	0.8342	0.8342	0.8342
1	0.55	0.7857	0.7857	0.7857
1	0.60	0.7015	0.7015	0.7015
1	0.65	0.6071	0.6071	0.6071
1	0.70	0.5485	0.5485	0.5485
1	0.75	0.4566	0.4566	0.4566
1	0.80	0.3316	0.3316	0.3316
1	0.85	0.1990	0.1990	0.1990
1	0.90	0.0459	0.0459	0.0459
1	0.95	0.0000	0.0000	0.0000
2	0.00	0.9490	0.9490	0.9490
2	0.05	0.9490	0.9490	0.9490
2	0.10	0.9464	0.9464	0.9464
2	0.15	0.9464	0.9464	0.9464
2	0.20	0.9464	0.9464	0.9464
2	0.25	0.9464	0.9464	0.9464
2	0.30	0.9464	0.9464	0.9464
2	0.35	0.9362	0.9362	0.9362
2	0.40	0.9286	0.9286	0.9286
2	0.45	0.8954	0.8954	0.8954
2	0.50	0.8342	0.8342	0.8342
2	0.55	0.7857	0.7857	0.7857
2	0.60	0.7015	0.7015	0.7015
2	0.65	0.6071	0.6071	0.6071
2	0.70	0.5485	0.5485	0.5485
2	0.75	0.4566	0.4566	0.4566
2	0.80	0.3316	0.3316	0.3316
2	0.85	0.1990	0.1990	0.1990
2	0.90	0.0459	0.0459	0.0459
2	0.95	0.0000	0.0000	0.0000
3	0.00	0.9490	0.9490	0.9490
3	0.05	0.9490	0.9490	0.9490
3	0.10	0.9464	0.9464	0.9464
3	0.15	0.9464	0.9464	0.9464
3	0.20	0.9464	0.9464	0.9464
3	0.25	0.9464	0.9464	0.9464
3	0.30	0.9464	0.9464	0.9464
3	0.35	0.9362	0.9362	0.9362
3	0.40	0.9286	0.9286	0.9286
3	0.45	0.8954	0.8954	0.8954
3	0.50	0.8342	0.8342	0.8342
3	0.55	0.7857	0.7857	0.7857
3	0.60	0.7015	0.7015	0.7015
3	0.65	0.6071	0.6071	0.6071
3	0.70	0.5485	0.5485	0.5485
3	0.75	0.4566	0.4566	0.4566
3	0.80	0.3316	0.3316	0.3316
3	0.85	0.1990	0.1990	0.1990
3	0.90	0.0459	0.0459	0.0459
3	0.95	0.0000	0.0000	0.0000
4	0.00	0.9490	0.9490	0.9490
4	0.05	0.9490	0.9490	0.9490
4	0.10	0.9464	0.9464	0.9464
4	0.15	0.9464	0.9464	0.9464
4	0.20	0.9464	0.9464	0.9464
4	0.25	0.9464	0.9464	0.9464
4	0.30	0.9464	0.9464	0.9464
4	0.35	0.9362	0.9362	0.9362
4	0.40	0.9286	0.9286	0.9286
4	0.45	0.8954	0.8954	0.8954
4	0.50	0.8342	0.8342	0.8342
4	0.55	0.7857	0.7857	0.7857
4	0.60	0.7015	0.7015	0.7015
4	0.65	0.6071	0.6071	0.6071
4	0.70	0.5485	0.5485	0.5485
4	0.75	0.4566	0.4566	0.4566
4	0.80	0.3316	0.3316	0.3316
4	0.85	0.1990	0.1990	0.1990
4	0.90	0.0459	0.0459	0.0459
4	0.95	0.0000	0.0000	0.0000
5	0.00	0.9490	0.9490	0.9490
5	0.05	0.9490	0.9490	0.9490
5	0.10	0.9464	0.9464	0.9464
5	0.15	0.9464	0.9464	0.9464
5	0.20	0.9464	0.9464	0.9464
5	0.25	0.9464	0.9464	0.9464
5	0.30	0.9464	0.9464	0.9464
