Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4382	0.3454	0.3763
1	0.05	0.4382	0.3454	0.3763
1	0.10	0.4382	0.3454	0.3763
1	0.15	0.4382	0.3454	0.3763
1	0.20	0.4382	0.3454	0.3763
1	0.25	0.4382	0.3454	0.3763
1	0.30	0.4355	0.3441	0.3746
1	0.35	0.4328	0.3427	0.3728
1	0.40	0.4247	0.3347	0.3647
1	0.45	0.4167	0.3280	0.3575
1	0.50	0.3925	0.3091	0.3369
1	0.55	0.3710	0.2917	0.3181
1	0.60	0.3306	0.2554	0.2805
1	0.65	0.3065	0.2339	0.2581
1	0.70	0.2796	0.2151	0.2366
1	0.75	0.2527	0.1962	0.2151
1	0.80	0.2070	0.1599	0.1756
1	0.85	0.1425	0.1075	0.1192
1	0.90	0.0457	0.0309	0.0358
1	0.95	0.0027	0.0013	0.0018
2	0.00	0.4368	0.7030	0.5255
2	0.05	0.4368	0.7030	0.5255
2	0.10	0.4355	0.7003	0.5237
2	0.15	0.4355	0.7003	0.5237
2	0.20	0.4355	0.7003	0.5237
2	0.25	0.4355	0.7003	0.5237
2	0.30	0.4341	0.6989	0.5224
2	0.35	0.4328	0.6909	0.5188
2	0.40	0.4261	0.6828	0.5116
2	0.45	0.4153	0.6559	0.4946
2	0.50	0.3978	0.6237	0.4722
2	0.55	0.3710	0.5780	0.4391
2	0.60	0.3414	0.5282	0.4037
2	0.65	0.3078	0.4610	0.3575
2	0.70	0.2728	0.4099	0.3177
2	0.75	0.2406	0.3575	0.2787
2	0.80	0.1882	0.2702	0.2128
2	0.85	0.1290	0.1734	0.1411
2	0.90	0.0484	0.0578	0.0506
2	0.95	0.0027	0.0013	0.0018
3	0.00	0.3566	0.8562	0.4922
3	0.05	0.3566	0.8562	0.4922
3	0.10	0.3557	0.8535	0.4909
3	0.15	0.3557	0.8535	0.4909
3	0.20	0.3557	0.8535	0.4909
3	0.25	0.3557	0.8535	0.4909
3	0.30	0.3544	0.8481	0.4884
3	0.35	0.3548	0.8401	0.4866
3	0.40	0.3490	0.8320	0.4803
3	0.45	0.3409	0.7944	0.4634
3	0.50	0.3244	0.7487	0.4390
3	0.55	0.3042	0.6962	0.4109
3	0.60	0.2764	0.6290	0.3737
3	0.65	0.2482	0.5444	0.3290
3	0.70	0.2177	0.4852	0.2909
3	0.75	0.1944	0.4247	0.2574
3	0.80	0.1577	0.3253	0.2015
3	0.85	0.1160	0.2097	0.1392
3	0.90	0.0479	0.0659	0.0524
3	0.95	0.0027	0.0013	0.0018
4	0.00	0.2950	0.9543	0.4419
4	0.05	0.2950	0.9543	0.4419
4	0.10	0.2937	0.9489	0.4398
4	0.15	0.2937	0.9489	0.4398
4	0.20	0.2937	0.9489	0.4398
4	0.25	0.2937	0.9489	0.4398
4	0.30	0.2939	0.9435	0.4388
4	0.35	0.2946	0.9328	0.4370
4	0.40	0.2897	0.9194	0.4309
4	0.45	0.2849	0.8790	0.4173
4	0.50	0.2688	0.8185	0.3918
4	0.55	0.2518	0.7554	0.3659
4	0.60	0.2303	0.6868	0.3355
4	0.65	0.2061	0.5941	0.2938
4	0.70	0.1770	0.5228	0.2551
4	0.75	0.1586	0.4462	0.2244
4	0.80	0.1299	0.3360	0.1753
4	0.85	0.0995	0.2124	0.1232
4	0.90	0.0468	0.0659	0.0514
4	0.95	0.0027	0.0013	0.0018
5	0.00	0.2366	0.9570	0.3728
5	0.05	0.2366	0.9570	0.3728
5	0.10	0.2355	0.9516	0.3710
5	0.15	0.2355	0.9516	0.3710
5	0.20	0.2355	0.9516	0.3710
5	0.25	0.2359	0.9516	0.3714
5	0.30	0.2366	0.9462	0.3710
5	0.35	0.2383	0.9355	0.3705
5	0.40	0.2363	0.9220	0.3679
5	0.45	0.2351	0.8817	0.3588
5	0.50	0.2235	0.8212	0.3389
5	0.55	0.2092	0.7554	0.3161
5	0.60	0.1924	0.6868	0.2914
5	0.65	0.1725	0.5941	0.2546
5	0.70	0.1463	0.5228	0.2195
5	0.75	0.1370	0.4462	0.1996
5	0.80	0.1149	0.3360	0.1582
5	0.85	0.0946	0.2124	0.1180
5	0.90	0.0466	0.0659	0.0512
5	0.95	0.0027	0.0013	0.0018
6	0.00	0.2366	0.9570	0.3728
6	0.05	0.2366	0.9570	0.3728
6	0.10	0.2355	0.9516	0.3710
6	0.15	0.2355	0.9516	0.3710
6	0.20	0.2355	0.9516	0.3710
6	0.25	0.2359	0.9516	0.3714
6	0.30	0.2366	0.9462	0.3710
6	0.35	0.2383	0.9355	0.3705
6	0.40	0.2363	0.9220	0.3679
6	0.45	0.2351	0.8817	0.3588
6	0.50	0.2235	0.8212	0.3389
6	0.55	0.2092	0.7554	0.3161
6	0.60	0.1924	0.6868	0.2914
6	0.65	0.1725	0.5941	0.2546
6	0.70	0.1463	0.5228	0.2195
6	0.75	0.1370	0.4462	0.1996
6	0.80	0.1149	0.3360	0.1582
6	0.85	0.0946	0.2124	0.1180
