Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6322	0.4879	0.5244
1	0.05	0.6322	0.4879	0.5244
1	0.10	0.6322	0.4879	0.5244
1	0.15	0.6322	0.4879	0.5244
1	0.20	0.6322	0.4879	0.5244
1	0.25	0.6322	0.4879	0.5244
1	0.30	0.6322	0.4879	0.5244
1	0.35	0.6322	0.4879	0.5244
1	0.40	0.6297	0.4854	0.5218
1	0.45	0.6222	0.4791	0.5151
1	0.50	0.6071	0.4657	0.5013
1	0.55	0.5945	0.4543	0.4895
1	0.60	0.5743	0.4396	0.4731
1	0.65	0.5365	0.4031	0.4362
1	0.70	0.4937	0.3632	0.3955
1	0.75	0.4282	0.3099	0.3389
1	0.80	0.3577	0.2530	0.2784
1	0.85	0.2796	0.1842	0.2071
1	0.90	0.1688	0.1189	0.1306
1	0.95	0.0932	0.0644	0.0715
2	0.00	0.4345	0.5990	0.4706
2	0.05	0.4345	0.5990	0.4706
2	0.10	0.4345	0.5990	0.4706
2	0.15	0.4345	0.5990	0.4706
2	0.20	0.4345	0.5990	0.4706
2	0.25	0.4345	0.5990	0.4706
2	0.30	0.4345	0.5990	0.4706
2	0.35	0.4345	0.5990	0.4706
2	0.40	0.4370	0.5965	0.4710
2	0.45	0.4332	0.5852	0.4642
2	0.50	0.4295	0.5659	0.4550
2	0.55	0.4257	0.5470	0.4458
2	0.60	0.4181	0.5247	0.4330
2	0.65	0.4068	0.4811	0.4104
2	0.70	0.3879	0.4288	0.3768
2	0.75	0.3552	0.3690	0.3349
2	0.80	0.3161	0.2995	0.2859
2	0.85	0.2607	0.2115	0.2203
2	0.90	0.1675	0.1293	0.1404
2	0.95	0.0932	0.0676	0.0752
3	0.00	0.3501	0.6887	0.4318
3	0.05	0.3501	0.6887	0.4318
3	0.10	0.3501	0.6887	0.4318
3	0.15	0.3501	0.6887	0.4318
3	0.20	0.3501	0.6887	0.4318
3	0.25	0.3501	0.6887	0.4318
3	0.30	0.3501	0.6887	0.4318
3	0.35	0.3501	0.6887	0.4318
3	0.40	0.3556	0.6862	0.4347
3	0.45	0.3552	0.6741	0.4300
3	0.50	0.3552	0.6497	0.4238
3	0.55	0.3535	0.6182	0.4139
3	0.60	0.3539	0.5893	0.4060
3	0.65	0.3522	0.5355	0.3901
3	0.70	0.3447	0.4746	0.3636
3	0.75	0.3195	0.3999	0.3233
3	0.80	0.2951	0.3233	0.2846
3	0.85	0.2527	0.2290	0.2265
3	0.90	0.1671	0.1380	0.1466
3	0.95	0.0932	0.0707	0.0779
4	0.00	0.2878	0.7357	0.3854
4	0.05	0.2878	0.7357	0.3854
4	0.10	0.2878	0.7357	0.3854
4	0.15	0.2878	0.7357	0.3854
4	0.20	0.2878	0.7357	0.3854
4	0.25	0.2878	0.7357	0.3854
4	0.30	0.2878	0.7357	0.3854
4	0.35	0.2878	0.7357	0.3854
4	0.40	0.2945	0.7306	0.3894
4	0.45	0.2951	0.7147	0.3849
4	0.50	0.2989	0.6903	0.3831
4	0.55	0.3010	0.6563	0.3768
4	0.60	0.3058	0.6215	0.3726
4	0.65	0.3094	0.5627	0.3620
4	0.70	0.3094	0.4962	0.3416
4	0.75	0.2911	0.4139	0.3065
4	0.80	0.2777	0.3348	0.2771
4	0.85	0.2462	0.2373	0.2271
4	0.90	0.1669	0.1427	0.1495
4	0.95	0.0932	0.0712	0.0783
5	0.00	0.2413	0.7585	0.3421
5	0.05	0.2413	0.7585	0.3421
5	0.10	0.2413	0.7585	0.3421
5	0.15	0.2413	0.7585	0.3421
5	0.20	0.2413	0.7585	0.3421
5	0.25	0.2413	0.7585	0.3421
5	0.30	0.2413	0.7585	0.3421
5	0.35	0.2413	0.7585	0.3421
5	0.40	0.2493	0.7534	0.3476
5	0.45	0.2510	0.7350	0.3440
5	0.50	0.2572	0.7106	0.3452
5	0.55	0.2618	0.6716	0.3414
5	0.60	0.2720	0.6367	0.3433
5	0.65	0.2783	0.5761	0.3361
5	0.70	0.2838	0.5062	0.3210
5	0.75	0.2704	0.4201	0.2906
5	0.80	0.2657	0.3403	0.2697
5	0.85	0.2422	0.2419	0.2265
5	0.90	0.1657	0.1442	0.1497
5	0.95	0.0932	0.0712	0.0783
6	0.00	0.2413	0.7585	0.3421
6	0.05	0.2413	0.7585	0.3421
6	0.10	0.2413	0.7585	0.3421
6	0.15	0.2413	0.7585	0.3421
6	0.20	0.2413	0.7585	0.3421
6	0.25	0.2413	0.7585	0.3421
6	0.30	0.2413	0.7585	0.3421
6	0.35	0.2413	0.7585	0.3421
6	0.40	0.2493	0.7534	0.3476
6	0.45	0.2510	0.7350	0.3440
6	0.50	0.2572	0.7106	0.3452
6	0.55	0.2618	0.6716	0.3414
6	0.60	0.2720	0.6367	0.3433
6	0.65	0.2783	0.5761	0.3361
6	0.70	0.2838	0.5062	0.3210
6	0.75	0.2704	0.4201	0.2906
6	0.80	0.2657	0.3403	0.2697
6	0.85	0.2422	0.2419	0.2265
6	0.90	0.1657	0.1442	0.1497
6	0.95	0.0932	0.0712	0.0783
7	0.00	0.2413	0.7585	0.3421
7	0.05	0.2413	0.7585	0.3421
7	0.10	0.2413	0.7585	0.3421
7	0.15	0.2413	0.7585	0.3421
7	0.20	0.2413	0.7585	0.3421
7	0.25	0.2413	0.7585	0.3421
7	0.30	0.2413	0.7585	0.3421
7	0.35	0.2413	0.7585	0.3421
7	0.40	0.2493	0.7534	0.3476
7	0.45	0.2510	0.7350	0.3440
7	0.50	0.2572	0.7106	0.3452
7	0.55	0.2618	0.6716	0.3414
7	0.60	0.2720	0.6367	0.3433
7	0.65	0.2783	0.5761	0.3361
7	0.70	0.2838	0.5062	0.3210
7	0.75	0.2704	0.4201	0.2906
7	0.80	0.2657	0.3403	0.2697
7	0.85	0.2422	0.2419	0.2265
7	0.90	0.1657	0.1442	0.1497
7	0.95	0.0932	0.0712	0.0783
8	0.00	0.2413	0.7585	0.3421
8	0.05	0.2413	0.7585	0.3421
8	0.10	0.2413	0.7585	0.3421
8	0.15	0.2413	0.7585	0.3421
8	0.20	0.2413	0.7585	0.3421
8	0.25	0.2413	0.7585	0.3421
8	0.30	0.2413	0.7585	0.3421
8	0.35	0.2413	0.7585	0.3421
8	0.40	0.2493	0.7534	0.3476
8	0.45	0.2510	0.7350	0.3440
8	0.50	0.2572	0.7106	0.3452
8	0.55	0.2618	0.6716	0.3414
8	0.60	0.2720	0.6367	0.3433
8	0.65	0.2783	0.5761	0.3361
8	0.70	0.2838	0.5062	0.3210
8	0.75	0.2704	0.4201	0.2906
8	0.80	0.2657	0.3403	0.2697
8	0.85	0.2422	0.2419	0.2265
8	0.90	0.1657	0.1442	0.1497
8	0.95	0.0932	0.0712	0.0783
9	0.00	0.2413	0.7585	0.3421
9	0.05	0.2413	0.7585	0.3421
9	0.10	0.2413	0.7585	0.3421
9	0.15	0.2413	0.7585	0.3421
9	0.20	0.2413	0.7585	0.3421
9	0.25	0.2413	0.7585	0.3421
9	0.30	0.2413	0.7585	0.3421
9	0.35	0.2413	0.7585	0.3421
9	0.40	0.2493	0.7534	0.3476
9	0.45	0.2510	0.7350	0.3440
9	0.50	0.2572	0.7106	0.3452
9	0.55	0.2618	0.6716	0.3414
9	0.60	0.2720	0.6367	0.3433
9	0.65	0.2783	0.5761	0.3361
9	0.70	0.2838	0.5062	0.3210
9	0.75	0.2704	0.4201	0.2906
9	0.80	0.2657	0.3403	0.2697
9	0.85	0.2422	0.2419	0.2265
9	0.90	0.1657	0.1442	0.1497
9	0.95	0.0932	0.0712	0.0783
10	0.00	0.2413	0.7585	0.3421
10	0.05	0.2413	0.7585	0.3421
10	0.10	0.2413	0.7585	0.3421
10	0.15	0.2413	0.7585	0.3421
10	0.20	0.2413	0.7585	0.3421
10	0.25	0.2413	0.7585	0.3421
10	0.30	0.2413	0.7585	0.3421
10	0.35	0.2413	0.7585	0.3421
10	0.40	0.2493	0.7534	0.3476
10	0.45	0.2510	0.7350	0.3440
10	0.50	0.2572	0.7106	0.3452
10	0.55	0.2618	0.6716	0.3414
10	0.60	0.2720	0.6367	0.3433
10	0.65	0.2783	0.5761	0.3361
10	0.70	0.2838	0.5062	0.3210
10	0.75	0.2704	0.4201	0.2906
10	0.80	0.2657	0.3403	0.2697
10	0.85	0.2422	0.2419	0.2265
10	0.90	0.1657	0.1442	0.1497
10	0.95	0.0932	0.0712	0.0783
11	0.00	0.2413	0.7585	0.3421
11	0.05	0.2413	0.7585	0.3421
11	0.10	0.2413	0.7585	0.3421
11	0.15	0.2413	0.7585	0.3421
11	0.20	0.2413	0.7585	0.3421
11	0.25	0.2413	0.7585	0.3421
11	0.30	0.2413	0.7585	0.3421
11	0.35	0.2413	0.7585	0.3421
11	0.40	0.2493	0.7534	0.3476
11	0.45	0.2510	0.7350	0.3440
11	0.50	0.2572	0.7106	0.3452
11	0.55	0.2618	0.6716	0.3414
11	0.60	0.2720	0.6367	0.3433
11	0.65	0.2783	0.5761	0.3361
11	0.70	0.2838	0.5062	0.3210
11	0.75	0.2704	0.4201	0.2906
11	0.80	0.2657	0.3403	0.2697
11	0.85	0.2422	0.2419	0.2265
11	0.90	0.1657	0.1442	0.1497
11	0.95	0.0932	0.0712	0.0783
12	0.00	0.2413	0.7585	0.3421
12	0.05	0.2413	0.7585	0.3421
12	0.10	0.2413	0.7585	0.3421
12	0.15	0.2413	0.7585	0.3421
12	0.20	0.2413	0.7585	0.3421
12	0.25	0.2413	0.7585	0.3421
12	0.30	0.2413	0.7585	0.3421
12	0.35	0.2413	0.7585	0.3421
12	0.40	0.2493	0.7534	0.3476
12	0.45	0.2510	0.7350	0.3440
12	0.50	0.2572	0.7106	0.3452
12	0.55	0.2618	0.6716	0.3414
12	0.60	0.2720	0.6367	0.3433
12	0.65	0.2783	0.5761	0.3361
12	0.70	0.2838	0.5062	0.3210
12	0.75	0.2704	0.4201	0.2906
12	0.80	0.2657	0.3403	0.2697
12	0.85	0.2422	0.2419	0.2265
12	0.90	0.1657	0.1442	0.1497
12	0.95	0.0932	0.0712	0.0783
13	0.00	0.2413	0.7585	0.3421
13	0.05	0.2413	0.7585	0.3421
13	0.10	0.2413	0.7585	0.3421
13	0.15	0.2413	0.7585	0.3421
13	0.20	0.2413	0.7585	0.3421
13	0.25	0.2413	0.7585	0.3421
13	0.30	0.2413	0.7585	0.3421
13	0.35	0.2413	0.7585	0.3421
13	0.40	0.2493	0.7534	0.3476
13	0.45	0.2510	0.7350	0.3440
13	0.50	0.2572	0.7106	0.3452
13	0.55	0.2618	0.6716	0.3414
13	0.60	0.2720	0.6367	0.3433
13	0.65	0.2783	0.5761	0.3361
13	0.70	0.2838	0.5062	0.3210
13	0.75	0.2704	0.4201	0.2906
13	0.80	0.2657	0.3403	0.2697
13	0.85	0.2422	0.2419	0.2265
13	0.90	0.1657	0.1442	0.1497
13	0.95	0.0932	0.0712	0.0783
14	0.00	0.2413	0.7585	0.3421
14	0.05	0.2413	0.7585	0.3421
14	0.10	0.2413	0.7585	0.3421
14	0.15	0.2413	0.7585	0.3421
14	0.20	0.2413	0.7585	0.3421
14	0.25	0.2413	0.7585	0.3421
14	0.30	0.2413	0.7585	0.3421
14	0.35	0.2413	0.7585	0.3421
14	0.40	0.2493	0.7534	0.3476
14	0.45	0.2510	0.7350	0.3440
14	0.50	0.2572	0.7106	0.3452
14	0.55	0.2618	0.6716	0.3414
14	0.60	0.2720	0.6367	0.3433
14	0.65	0.2783	0.5761	0.3361
14	0.70	0.2838	0.5062	0.3210
14	0.75	0.2704	0.4201	0.2906
14	0.80	0.2657	0.3403	0.2697
14	0.85	0.2422	0.2419	0.2265
14	0.90	0.1657	0.1442	0.1497
14	0.95	0.0932	0.0712	0.0783
15	0.00	0.2413	0.7585	0.3421
15	0.05	0.2413	0.7585	0.3421
15	0.10	0.2413	0.7585	0.3421
15	0.15	0.2413	0.7585	0.3421
15	0.20	0.2413	0.7585	0.3421
15	0.25	0.2413	0.7585	0.3421
15	0.30	0.2413	0.7585	0.3421
15	0.35	0.2413	0.7585	0.3421
15	0.40	0.2493	0.7534	0.3476
15	0.45	0.2510	0.7350	0.3440
15	0.50	0.2572	0.7106	0.3452
15	0.55	0.2618	0.6716	0.3414
15	0.60	0.2720	0.6367	0.3433
15	0.65	0.2783	0.5761	0.3361
15	0.70	0.2838	0.5062	0.3210
15	0.75	0.2704	0.4201	0.2906
15	0.80	0.2657	0.3403	0.2697
15	0.85	0.2422	0.2419	0.2265
15	0.90	0.1657	0.1442	0.1497
15	0.95	0.0932	0.0712	0.0783

Best Precision (doc avg): 0.6322	Limit: 1	Threshold: 0.35
Best    Recall (doc avg): 0.7585	Limit: 15	Threshold: 0.35
Best  F1 score (doc avg): 0.5244	Limit: 1	Threshold: 0.35
Best              NDCG@5: 0.7258	Limit: 15	Threshold: 0.35
Best             NDCG@10: 0.7254	Limit: 15	Threshold: 0.35
Documents evaluated:	397
