Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4974	0.3761	0.4122
1	0.05	0.4974	0.3761	0.4122
1	0.10	0.4974	0.3761	0.4122
1	0.15	0.4974	0.3761	0.4122
1	0.20	0.4974	0.3761	0.4122
1	0.25	0.4974	0.3761	0.4122
1	0.30	0.4974	0.3761	0.4122
1	0.35	0.4974	0.3761	0.4122
1	0.40	0.4974	0.3761	0.4122
1	0.45	0.4974	0.3761	0.4122
1	0.50	0.4872	0.3684	0.4037
1	0.55	0.4668	0.3493	0.3841
1	0.60	0.4439	0.3301	0.3637
1	0.65	0.4209	0.3085	0.3416
1	0.70	0.3801	0.2766	0.3067
1	0.75	0.3265	0.2398	0.2649
1	0.80	0.2730	0.1956	0.2177
1	0.85	0.2219	0.1573	0.1756
1	0.90	0.0944	0.0587	0.0685
1	0.95	0.0230	0.0132	0.0157
2	0.00	0.3992	0.5687	0.4491
2	0.05	0.3992	0.5687	0.4491
2	0.10	0.3992	0.5687	0.4491
2	0.15	0.3992	0.5687	0.4491
2	0.20	0.3992	0.5687	0.4491
2	0.25	0.3992	0.5687	0.4491
2	0.30	0.3992	0.5687	0.4491
2	0.35	0.3980	0.5661	0.4474
2	0.40	0.3980	0.5661	0.4474
2	0.45	0.3980	0.5585	0.4445
2	0.50	0.3852	0.5368	0.4287
2	0.55	0.3750	0.5036	0.4105
2	0.60	0.3584	0.4692	0.3871
2	0.65	0.3431	0.4364	0.3651
2	0.70	0.3151	0.3871	0.3289
2	0.75	0.2730	0.3287	0.2833
2	0.80	0.2347	0.2615	0.2330
2	0.85	0.1952	0.1969	0.1853
2	0.90	0.0906	0.0702	0.0747
2	0.95	0.0230	0.0132	0.0157
3	0.00	0.3155	0.6718	0.4117
3	0.05	0.3155	0.6718	0.4117
3	0.10	0.3155	0.6718	0.4117
3	0.15	0.3155	0.6718	0.4117
3	0.20	0.3155	0.6718	0.4117
3	0.25	0.3155	0.6718	0.4117
3	0.30	0.3155	0.6718	0.4117
3	0.35	0.3146	0.6692	0.4105
3	0.40	0.3138	0.6667	0.4092
3	0.45	0.3146	0.6526	0.4059
3	0.50	0.3031	0.6233	0.3897
3	0.55	0.2993	0.5825	0.3755
3	0.60	0.2895	0.5442	0.3566
3	0.65	0.2751	0.4945	0.3319
3	0.70	0.2538	0.4343	0.2985
3	0.75	0.2215	0.3618	0.2570
3	0.80	0.1969	0.2823	0.2135
3	0.85	0.1760	0.2105	0.1782
3	0.90	0.0897	0.0719	0.0749
3	0.95	0.0230	0.0132	0.0157
