Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6500	0.4994	0.5376
1	0.05	0.6500	0.4994	0.5376
1	0.10	0.6500	0.4994	0.5376
1	0.15	0.6500	0.4994	0.5376
1	0.20	0.6500	0.4994	0.5376
1	0.25	0.6500	0.4994	0.5376
1	0.30	0.6500	0.4994	0.5376
1	0.35	0.6500	0.4994	0.5376
1	0.40	0.6447	0.4942	0.5323
1	0.45	0.6421	0.4915	0.5297
1	0.50	0.6211	0.4749	0.5117
1	0.55	0.6079	0.4630	0.4994
1	0.60	0.5895	0.4490	0.4841
1	0.65	0.5447	0.4082	0.4420
1	0.70	0.5053	0.3700	0.4034
1	0.75	0.4368	0.3117	0.3420
1	0.80	0.3737	0.2571	0.2852
1	0.85	0.2816	0.1858	0.2079
1	0.90	0.1737	0.1177	0.1308
1	0.95	0.0947	0.0643	0.0717
2	0.00	0.4447	0.6103	0.4801
2	0.05	0.4447	0.6103	0.4801
2	0.10	0.4447	0.6103	0.4801
2	0.15	0.4447	0.6103	0.4801
2	0.20	0.4447	0.6103	0.4801
2	0.25	0.4447	0.6103	0.4801
2	0.30	0.4447	0.6103	0.4801
2	0.35	0.4461	0.6103	0.4810
2	0.40	0.4461	0.6050	0.4788
2	0.45	0.4487	0.5971	0.4765
2	0.50	0.4408	0.5769	0.4651
2	0.55	0.4342	0.5572	0.4537
2	0.60	0.4276	0.5344	0.4411
2	0.65	0.4145	0.4857	0.4159
2	0.70	0.4066	0.4427	0.3932
2	0.75	0.3605	0.3682	0.3368
2	0.80	0.3250	0.3032	0.2916
2	0.85	0.2618	0.2149	0.2223
2	0.90	0.1711	0.1312	0.1425
2	0.95	0.0947	0.0684	0.0763
3	0.00	0.3596	0.6989	0.4410
3	0.05	0.3596	0.6989	0.4410
3	0.10	0.3596	0.6989	0.4410
3	0.15	0.3596	0.6989	0.4410
3	0.20	0.3596	0.6989	0.4410
3	0.25	0.3596	0.6989	0.4410
3	0.30	0.3596	0.6989	0.4410
3	0.35	0.3614	0.6989	0.4423
3	0.40	0.3645	0.6937	0.4428
3	0.45	0.3675	0.6805	0.4395
3	0.50	0.3640	0.6568	0.4316
3	0.55	0.3605	0.6279	0.4208
3	0.60	0.3618	0.5981	0.4129
3	0.65	0.3592	0.5375	0.3951
3	0.70	0.3592	0.4801	0.3753
3	0.75	0.3254	0.3992	0.3267
3	0.80	0.3026	0.3301	0.2910
3	0.85	0.2548	0.2367	0.2319
3	0.90	0.1706	0.1411	0.1494
3	0.95	0.0947	0.0717	0.0791
4	0.00	0.2914	0.7311	0.3872
