Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4307	0.3463	0.3745
1	0.05	0.4307	0.3463	0.3745
1	0.10	0.4307	0.3463	0.3745
1	0.15	0.4307	0.3463	0.3745
1	0.20	0.4307	0.3463	0.3745
1	0.25	0.4307	0.3463	0.3745
1	0.30	0.4282	0.3451	0.3728
1	0.35	0.4257	0.3438	0.3711
1	0.40	0.4181	0.3363	0.3636
1	0.45	0.4081	0.3275	0.3543
1	0.50	0.3753	0.2997	0.3249
1	0.55	0.3577	0.2859	0.3098
1	0.60	0.3224	0.2544	0.2771
1	0.65	0.2972	0.2317	0.2536
1	0.70	0.2695	0.2116	0.2309
1	0.75	0.2443	0.1940	0.2107
1	0.80	0.1940	0.1574	0.1696
1	0.85	0.1285	0.1033	0.1117
1	0.90	0.0302	0.0227	0.0252
1	0.95	0.0000	0.0000	0.0000
2	0.00	0.4395	0.7166	0.5319
2	0.05	0.4395	0.7166	0.5319
2	0.10	0.4395	0.7166	0.5319
2	0.15	0.4395	0.7166	0.5319
2	0.20	0.4395	0.7166	0.5319
2	0.25	0.4395	0.7166	0.5319
2	0.30	0.4370	0.7141	0.5294
2	0.35	0.4345	0.7091	0.5260
2	0.40	0.4307	0.7015	0.5210
2	0.45	0.4244	0.6814	0.5092
2	0.50	0.3929	0.6322	0.4719
2	0.55	0.3741	0.5995	0.4488
2	0.60	0.3451	0.5416	0.4106
2	0.65	0.3136	0.4861	0.3703
2	0.70	0.2796	0.4332	0.3304
2	0.75	0.2506	0.3766	0.2901
2	0.80	0.1902	0.2859	0.2196
2	0.85	0.1272	0.1751	0.1398
2	0.90	0.0390	0.0466	0.0411
2	0.95	0.0000	0.0000	0.0000
3	0.00	0.3484	0.8476	0.4831
3	0.05	0.3484	0.8476	0.4831
3	0.10	0.3476	0.8451	0.4819
3	0.15	0.3476	0.8451	0.4819
3	0.20	0.3476	0.8451	0.4819
3	0.25	0.3476	0.8451	0.4819
3	0.30	0.3459	0.8401	0.4791
3	0.35	0.3451	0.8350	0.4774
3	0.40	0.3409	0.8249	0.4715
3	0.45	0.3384	0.7960	0.4615
3	0.50	0.3107	0.7355	0.4250
3	0.55	0.2968	0.6965	0.4055
3	0.60	0.2708	0.6184	0.3661
3	0.65	0.2443	0.5466	0.3270
3	0.70	0.2145	0.4861	0.2893
3	0.75	0.1965	0.4244	0.2563
3	0.80	0.1507	0.3212	0.1947
3	0.85	0.1096	0.1965	0.1298
3	0.90	0.0390	0.0554	0.0436
3	0.95	0.0000	0.0000	0.0000
4	0.00	0.2947	0.9559	0.4418
4	0.05	0.2947	0.9559	0.4418
4	0.10	0.2935	0.9509	0.4398
4	0.15	0.2935	0.9509	0.4398
4	0.20	0.2935	0.9509	0.4398
4	0.25	0.2935	0.9509	0.4398
4	0.30	0.2930	0.9458	0.4382
4	0.35	0.2922	0.9383	0.4363
4	0.40	0.2899	0.9257	0.4321
4	0.45	0.2905	0.8904	0.4249
4	0.50	0.2607	0.8111	0.3839
4	0.55	0.2504	0.7632	0.3672
4	0.60	0.2303	0.6826	0.3340
4	0.65	0.2074	0.6033	0.2977
4	0.70	0.1791	0.5327	0.2599
4	0.75	0.1641	0.4509	0.2267
4	0.80	0.1257	0.3325	0.1709
4	0.85	0.0963	0.2015	0.1174
4	0.90	0.0380	0.0554	0.0427
4	0.95	0.0000	0.0000	0.0000
5	0.00	0.2383	0.9673	0.3758
5	0.05	0.2383	0.9673	0.3758
5	0.10	0.2373	0.9622	0.3741
5	0.15	0.2373	0.9622	0.3741
5	0.20	0.2373	0.9622	0.3741
5	0.25	0.2375	0.9622	0.3744
5	0.30	0.2376	0.9572	0.3733
5	0.35	0.2377	0.9496	0.3726
5	0.40	0.2374	0.9370	0.3709
5	0.45	0.2428	0.9018	0.3697
5	0.50	0.2181	0.8224	0.3349
5	0.55	0.2110	0.7746	0.3221
5	0.60	0.1950	0.6914	0.2938
5	0.65	0.1760	0.6121	0.2619
5	0.70	0.1497	0.5378	0.2261
5	0.75	0.1432	0.4509	0.2026
5	0.80	0.1115	0.3325	0.1545
5	0.85	0.0913	0.2015	0.1119
5	0.90	0.0377	0.0554	0.0424
5	0.95	0.0000	0.0000	0.0000
6	0.00	0.2383	0.9673	0.3758
6	0.05	0.2383	0.9673	0.3758
6	0.10	0.2373	0.9622	0.3741
6	0.15	0.2373	0.9622	0.3741
6	0.20	0.2373	0.9622	0.3741
6	0.25	0.2375	0.9622	0.3744
6	0.30	0.2376	0.9572	0.3733
6	0.35	0.2377	0.9496	0.3726
6	0.40	0.2374	0.9370	0.3709
6	0.45	0.2428	0.9018	0.3697
6	0.50	0.2181	0.8224	0.3349
6	0.55	0.2110	0.7746	0.3221
6	0.60	0.1950	0.6914	0.2938
6	0.65	0.1760	0.6121	0.2619
6	0.70	0.1497	0.5378	0.2261
6	0.75	0.1432	0.4509	0.2026
6	0.80	0.1115	0.3325	0.1545
6	0.85	0.0913	0.2015	0.1119
6	0.90	0.0377	0.0554	0.0424
6	0.95	0.0000	0.0000	0.0000
7	0.00	0.2383	0.9673	0.3758
7	0.05	0.2383	0.9673	0.3758
7	0.10	0.2373	0.9622	0.3741
7	0.15	0.2373	0.9622	0.3741
7	0.20	0.2373	0.9622	0.3741
7	0.25	0.2375	0.9622	0.3744
7	0.30	0.2376	0.9572	0.3733
7	0.35	0.2377	0.9496	0.3726
7	0.40	0.2374	0.9370	0.3709
7	0.45	0.2428	0.9018	0.3697
7	0.50	0.2181	0.8224	0.3349
7	0.55	0.2110	0.7746	0.3221
7	0.60	0.1950	0.6914	0.2938
7	0.65	0.1760	0.6121	0.2619
7	0.70	0.1497	0.5378	0.2261
7	0.75	0.1432	0.4509	0.2026
7	0.80	0.1115	0.3325	0.1545
7	0.85	0.0913	0.2015	0.1119
7	0.90	0.0377	0.0554	0.0424
