Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6237	0.4554	0.4919
1	0.05	0.6237	0.4554	0.4919
1	0.10	0.6237	0.4554	0.4919
1	0.15	0.6237	0.4554	0.4919
1	0.20	0.6237	0.4554	0.4919
1	0.25	0.6211	0.4528	0.4893
1	0.30	0.6211	0.4528	0.4893
1	0.35	0.6184	0.4502	0.4866
1	0.40	0.6132	0.4449	0.4814
1	0.45	0.6053	0.4370	0.4735
1	0.50	0.5895	0.4245	0.4601
1	0.55	0.5711	0.4061	0.4417
1	0.60	0.5526	0.3896	0.4249
1	0.65	0.5211	0.3620	0.3959
1	0.70	0.4737	0.3195	0.3523
1	0.75	0.4211	0.2856	0.3146
1	0.80	0.3816	0.2497	0.2778
1	0.85	0.3263	0.2127	0.2361
1	0.90	0.2289	0.1598	0.1754
1	0.95	0.1816	0.1310	0.1435
2	0.00	0.4355	0.5401	0.4371
2	0.05	0.4355	0.5401	0.4371
2	0.10	0.4368	0.5401	0.4379
2	0.15	0.4368	0.5401	0.4379
2	0.20	0.4368	0.5401	0.4379
2	0.25	0.4342	0.5374	0.4353
2	0.30	0.4382	0.5374	0.4379
2	0.35	0.4395	0.5348	0.4379
2	0.40	0.4421	0.5295	0.4379
2	0.45	0.4513	0.5203	0.4406
2	0.50	0.4500	0.5032	0.4344
2	0.55	0.4461	0.4808	0.4239
2	0.60	0.4553	0.4598	0.4230
2	0.65	0.4461	0.4322	0.4090
2	0.70	0.4158	0.3849	0.3721
2	0.75	0.3803	0.3439	0.3390
2	0.80	0.3579	0.2998	0.3068
2	0.85	0.3250	0.2462	0.2659
2	0.90	0.2289	0.1794	0.1931
2	0.95	0.1816	0.1457	0.1557
3	0.00	0.3456	0.5852	0.3887
3	0.05	0.3456	0.5852	0.3887
3	0.10	0.3474	0.5852	0.3900
3	0.15	0.3474	0.5852	0.3900
3	0.20	0.3474	0.5852	0.3900
3	0.25	0.3447	0.5825	0.3874
3	0.30	0.3500	0.5825	0.3913
3	0.35	0.3535	0.5799	0.3935
3	0.40	0.3596	0.5746	0.3970
3	0.45	0.3768	0.5648	0.4058
3	0.50	0.3838	0.5477	0.4073
3	0.55	0.3846	0.5246	0.4011
3	0.60	0.4044	0.5027	0.4102
3	0.65	0.4070	0.4747	0.4056
3	0.70	0.3921	0.4274	0.3796
3	0.75	0.3658	0.3782	0.3489
3	0.80	0.3531	0.3306	0.3227
3	0.85	0.3259	0.2641	0.2801
3	0.90	0.2289	0.1871	0.1997
3	0.95	0.1816	0.1487	0.1583
4	0.00	0.2862	0.6115	0.3467
4	0.05	0.2862	0.6115	0.3467
4	0.10	0.2882	0.6115	0.3483
4	0.15	0.2882	0.6115	0.3483
4	0.20	0.2882	0.6115	0.3483
4	0.25	0.2857	0.6089	0.3460
4	0.30	0.2914	0.6089	0.3504
4	0.35	0.2965	0.6063	0.3545
4	0.40	0.3044	0.6010	0.3601
4	0.45	0.3259	0.5905	0.3731
4	0.50	0.3366	0.5734	0.3787
4	0.55	0.3419	0.5497	0.3770
4	0.60	0.3654	0.5195	0.3890
4	0.65	0.3763	0.4915	0.3917
4	0.70	0.3693	0.4430	0.3715
4	0.75	0.3485	0.3906	0.3440
4	0.80	0.3447	0.3425	0.3249
4	0.85	0.3246	0.2731	0.2864
4	0.90	0.2289	0.1909	0.2027
4	0.95	0.1816	0.1503	0.1597
5	0.00	0.2432	0.6218	0.3100
5	0.05	0.2432	0.6218	0.3100
5	0.10	0.2453	0.6218	0.3117
5	0.15	0.2453	0.6218	0.3117
5	0.20	0.2453	0.6218	0.3117
5	0.25	0.2431	0.6191	0.3097
5	0.30	0.2489	0.6191	0.3143
5	0.35	0.2550	0.6165	0.3198
5	0.40	0.2650	0.6112	0.3275
5	0.45	0.2886	0.6007	0.3433
5	0.50	0.3018	0.5836	0.3519
5	0.55	0.3112	0.5599	0.3549
5	0.60	0.3376	0.5293	0.3703
5	0.65	0.3543	0.5007	0.3785
5	0.70	0.3514	0.4515	0.3619
5	0.75	0.3360	0.3965	0.3378
5	0.80	0.3386	0.3484	0.3241
5	0.85	0.3236	0.2778	0.2896
5	0.90	0.2289	0.1924	0.2040
5	0.95	0.1816	0.1506	0.1599
6	0.00	0.2432	0.6218	0.3100
6	0.05	0.2432	0.6218	0.3100
6	0.10	0.2453	0.6218	0.3117
6	0.15	0.2453	0.6218	0.3117
6	0.20	0.2453	0.6218	0.3117
6	0.25	0.2431	0.6191	0.3097
6	0.30	0.2489	0.6191	0.3143
6	0.35	0.2550	0.6165	0.3198
6	0.40	0.2650	0.6112	0.3275
6	0.45	0.2886	0.6007	0.3433
6	0.50	0.3018	0.5836	0.3519
6	0.55	0.3112	0.5599	0.3549
6	0.60	0.3376	0.5293	0.3703
6	0.65	0.3543	0.5007	0.3785
6	0.70	0.3514	0.4515	0.3619
6	0.75	0.3360	0.3965	0.3378
6	0.80	0.3386	0.3484	0.3241
6	0.85	0.3236	0.2778	0.2896
6	0.90	0.2289	0.1924	0.2040
6	0.95	0.1816	0.1506	0.1599
7	0.00	0.2432	0.6218	0.3100
7	0.05	0.2432	0.6218	0.3100
7	0.10	0.2453	0.6218	0.3117
7	0.15	0.2453	0.6218	0.3117
7	0.20	0.2453	0.6218	0.3117
7	0.25	0.2431	0.6191	0.3097
7	0.30	0.2489	0.6191	0.3143
7	0.35	0.2550	0.6165	0.3198
7	0.40	0.2650	0.6112	0.3275
7	0.45	0.2886	0.6007	0.3433
7	0.50	0.3018	0.5836	0.3519
7	0.55	0.3112	0.5599	0.3549
7	0.60	0.3376	0.5293	0.3703
7	0.65	0.3543	0.5007	0.3785
7	0.70	0.3514	0.4515	0.3619
7	0.75	0.3360	0.3965	0.3378
7	0.80	0.3386	0.3484	0.3241
7	0.85	0.3236	0.2778	0.2896
7	0.90	0.2289	0.1924	0.2040
7	0.95	0.1816	0.1506	0.1599
8	0.00	0.2432	0.6218	0.3100
8	0.05	0.2432	0.6218	0.3100
8	0.10	0.2453	0.6218	0.3117
8	0.15	0.2453	0.6218	0.3117
8	0.20	0.2453	0.6218	0.3117
8	0.25	0.2431	0.6191	0.3097
8	0.30	0.2489	0.6191	0.3143
8	0.35	0.2550	0.6165	0.3198
8	0.40	0.2650	0.6112	0.3275
8	0.45	0.2886	0.6007	0.3433
8	0.50	0.3018	0.5836	0.3519
8	0.55	0.3112	0.5599	0.3549
8	0.60	0.3376	0.5293	0.3703
8	0.65	0.3543	0.5007	0.3785
8	0.70	0.3514	0.4515	0.3619
8	0.75	0.3360	0.3965	0.3378
8	0.80	0.3386	0.3484	0.3241
8	0.85	0.3236	0.2778	0.2896
8	0.90	0.2289	0.1924	0.2040
8	0.95	0.1816	0.1506	0.1599
9	0.00	0.2432	0.6218	0.3100
9	0.05	0.2432	0.6218	0.3100
9	0.10	0.2453	0.6218	0.3117
9	0.15	0.2453	0.6218	0.3117
9	0.20	0.2453	0.6218	0.3117
9	0.25	0.2431	0.6191	0.3097
9	0.30	0.2489	0.6191	0.3143
9	0.35	0.2550	0.6165	0.3198
9	0.40	0.2650	0.6112	0.3275
9	0.45	0.2886	0.6007	0.3433
9	0.50	0.3018	0.5836	0.3519
9	0.55	0.3112	0.5599	0.3549
9	0.60	0.3376	0.5293	0.3703
9	0.65	0.3543	0.5007	0.3785
9	0.70	0.3514	0.4515	0.3619
9	0.75	0.3360	0.3965	0.3378
9	0.80	0.3386	0.3484	0.3241
9	0.85	0.3236	0.2778	0.2896
9	0.90	0.2289	0.1924	0.2040
9	0.95	0.1816	0.1506	0.1599
10	0.00	0.2432	0.6218	0.3100
10	0.05	0.2432	0.6218	0.3100
10	0.10	0.2453	0.6218	0.3117
10	0.15	0.2453	0.6218	0.3117
10	0.20	0.2453	0.6218	0.3117
10	0.25	0.2431	0.6191	0.3097
10	0.30	0.2489	0.6191	0.3143
10	0.35	0.2550	0.6165	0.3198
10	0.40	0.2650	0.6112	0.3275
10	0.45	0.2886	0.6007	0.3433
10	0.50	0.3018	0.5836	0.3519
10	0.55	0.3112	0.5599	0.3549
10	0.60	0.3376	0.5293	0.3703
10	0.65	0.3543	0.5007	0.3785
10	0.70	0.3514	0.4515	0.3619
10	0.75	0.3360	0.3965	0.3378
10	0.80	0.3386	0.3484	0.3241
10	0.85	0.3236	0.2778	0.2896
10	0.90	0.2289	0.1924	0.2040
10	0.95	0.1816	0.1506	0.1599
11	0.00	0.2432	0.6218	0.3100
11	0.05	0.2432	0.6218	0.3100
11	0.10	0.2453	0.6218	0.3117
11	0.15	0.2453	0.6218	0.3117
11	0.20	0.2453	0.6218	0.3117
11	0.25	0.2431	0.6191	0.3097
11	0.30	0.2489	0.6191	0.3143
11	0.35	0.2550	0.6165	0.3198
11	0.40	0.2650	0.6112	0.3275
11	0.45	0.2886	0.6007	0.3433
11	0.50	0.3018	0.5836	0.3519
11	0.55	0.3112	0.5599	0.3549
11	0.60	0.3376	0.5293	0.3703
11	0.65	0.3543	0.5007	0.3785
11	0.70	0.3514	0.4515	0.3619
11	0.75	0.3360	0.3965	0.3378
11	0.80	0.3386	0.3484	0.3241
11	0.85	0.3236	0.2778	0.2896
11	0.90	0.2289	0.1924	0.2040
11	0.95	0.1816	0.1506	0.1599
12	0.00	0.2432	0.6218	0.3100
12	0.05	0.2432	0.6218	0.3100
12	0.10	0.2453	0.6218	0.3117
12	0.15	0.2453	0.6218	0.3117
12	0.20	0.2453	0.6218	0.3117
12	0.25	0.2431	0.6191	0.3097
12	0.30	0.2489	0.6191	0.3143
12	0.35	0.2550	0.6165	0.3198
12	0.40	0.2650	0.6112	0.3275
12	0.45	0.2886	0.6007	0.3433
12	0.50	0.3018	0.5836	0.3519
12	0.55	0.3112	0.5599	0.3549
12	0.60	0.3376	0.5293	0.3703
12	0.65	0.3543	0.5007	0.3785
12	0.70	0.3514	0.4515	0.3619
12	0.75	0.3360	0.3965	0.3378
12	0.80	0.3386	0.3484	0.3241
12	0.85	0.3236	0.2778	0.2896
12	0.90	0.2289	0.1924	0.2040
12	0.95	0.1816	0.1506	0.1599
13	0.00	0.2432	0.6218	0.3100
13	0.05	0.2432	0.6218	0.3100
13	0.10	0.2453	0.6218	0.3117
13	0.15	0.2453	0.6218	0.3117
13	0.20	0.2453	0.6218	0.3117
13	0.25	0.2431	0.6191	0.3097
13	0.30	0.2489	0.6191	0.3143
13	0.35	0.2550	0.6165	0.3198
13	0.40	0.2650	0.6112	0.3275
13	0.45	0.2886	0.6007	0.3433
13	0.50	0.3018	0.5836	0.3519
13	0.55	0.3112	0.5599	0.3549
13	0.60	0.3376	0.5293	0.3703
13	0.65	0.3543	0.5007	0.3785
13	0.70	0.3514	0.4515	0.3619
13	0.75	0.3360	0.3965	0.3378
13	0.80	0.3386	0.3484	0.3241
13	0.85	0.3236	0.2778	0.2896
13	0.90	0.2289	0.1924	0.2040
13	0.95	0.1816	0.1506	0.1599
