Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4566	0.3724	0.4005
1	0.05	0.4566	0.3724	0.4005
1	0.10	0.4541	0.3699	0.3980
1	0.15	0.4541	0.3699	0.3980
1	0.20	0.4541	0.3699	0.3980
1	0.25	0.4541	0.3699	0.3980
1	0.30	0.4541	0.3699	0.3980
1	0.35	0.4515	0.3686	0.3963
1	0.40	0.4464	0.3635	0.3912
1	0.45	0.4337	0.3520	0.3793
1	0.50	0.4005	0.3240	0.3495
1	0.55	0.3852	0.3112	0.3359
1	0.60	0.3495	0.2781	0.3019
1	0.65	0.3163	0.2500	0.2721
1	0.70	0.2883	0.2296	0.2491
1	0.75	0.2653	0.2143	0.2313
1	0.80	0.2143	0.1760	0.1888
1	0.85	0.1454	0.1148	0.1250
1	0.90	0.0408	0.0255	0.0306
1	0.95	0.0026	0.0013	0.0017
2	0.00	0.4426	0.7321	0.5391
2	0.05	0.4426	0.7321	0.5391
2	0.10	0.4413	0.7296	0.5374
2	0.15	0.4413	0.7296	0.5374
2	0.20	0.4413	0.7296	0.5374
2	0.25	0.4413	0.7296	0.5374
2	0.30	0.4413	0.7296	0.5374
2	0.35	0.4388	0.7219	0.5332
2	0.40	0.4349	0.7168	0.5289
2	0.45	0.4247	0.6888	0.5123
2	0.50	0.3992	0.6492	0.4821
2	0.55	0.3839	0.6135	0.4600
2	0.60	0.3508	0.5536	0.4179
2	0.65	0.3125	0.4872	0.3699
2	0.70	0.2806	0.4401	0.3338
2	0.75	0.2513	0.3839	0.2934
2	0.80	0.1926	0.2946	0.2245
2	0.85	0.1288	0.1811	0.1433
2	0.90	0.0383	0.0472	0.0404
2	0.95	0.0026	0.0013	0.0017
3	0.00	0.3546	0.8712	0.4934
3	0.05	0.3546	0.8712	0.4934
3	0.10	0.3537	0.8686	0.4921
3	0.15	0.3537	0.8686	0.4921
3	0.20	0.3537	0.8686	0.4921
3	0.25	0.3537	0.8686	0.4921
3	0.30	0.3537	0.8661	0.4913
3	0.35	0.3520	0.8559	0.4875
3	0.40	0.3491	0.8508	0.4841
3	0.45	0.3427	0.8138	0.4692
3	0.50	0.3172	0.7577	0.4355
3	0.55	0.3070	0.7156	0.4173
3	0.60	0.2785	0.6403	0.3766
3	0.65	0.2436	0.5548	0.3278
3	0.70	0.2143	0.4949	0.2914
3	0.75	0.1939	0.4247	0.2545
3	0.80	0.1501	0.3278	0.1959
3	0.85	0.1088	0.2003	0.1307
3	0.90	0.0378	0.0548	0.0421
3	0.95	0.0026	0.0013	0.0017
4	0.00	0.2895	0.9528	0.4359
4	0.05	0.2895	0.9528	0.4359
4	0.10	0.2883	0.9477	0.4338
4	0.15	0.2883	0.9477	0.4338
4	0.20	0.2883	0.9477	0.4338
4	0.25	0.2883	0.9477	0.4338
4	0.30	0.2893	0.9452	0.4342
4	0.35	0.2885	0.9349	0.4314
4	0.40	0.2878	0.9298	0.4304
4	0.45	0.2844	0.8878	0.4184
4	0.50	0.2604	0.8202	0.3849
4	0.55	0.2521	0.7666	0.3675
4	0.60	0.2298	0.6888	0.3333
4	0.65	0.2009	0.6008	0.2906
4	0.70	0.1745	0.5319	0.2559
4	0.75	0.1607	0.4477	0.2230
4	0.80	0.1233	0.3355	0.1690
4	0.85	0.0948	0.2028	0.1168
4	0.90	0.0372	0.0548	0.0415
4	0.95	0.0026	0.0013	0.0017
5	0.00	0.2327	0.9566	0.3681
5	0.05	0.2327	0.9566	0.3681
5	0.10	0.2316	0.9515	0.3664
5	0.15	0.2316	0.9515	0.3664
5	0.20	0.2316	0.9515	0.3664
5	0.25	0.2318	0.9515	0.3665
5	0.30	0.2336	0.9490	0.3678
5	0.35	0.2336	0.9388	0.3661
5	0.40	0.2367	0.9337	0.3697
5	0.45	0.2358	0.8916	0.3610
5	0.50	0.2170	0.8240	0.3341
5	0.55	0.2121	0.7679	0.3203
5	0.60	0.1935	0.6901	0.2908
5	0.65	0.1681	0.6020	0.2521
5	0.70	0.1461	0.5319	0.2224
5	0.75	0.1407	0.4477	0.1996
5	0.80	0.1097	0.3355	0.1533
5	0.85	0.0918	0.2028	0.1136
5	0.90	0.0372	0.0548	0.0415
5	0.95	0.0026	0.0013	0.0017
6	0.00	0.2327	0.9566	0.3681
6	0.05	0.2327	0.9566	0.3681
6	0.10	0.2316	0.9515	0.3664
6	0.15	0.2316	0.9515	0.3664
6	0.20	0.2316	0.9515	0.3664
6	0.25	0.2318	0.9515	0.3665
6	0.30	0.2336	0.9490	0.3678
6	0.35	0.2336	0.9388	0.3661
6	0.40	0.2367	0.9337	0.3697
6	0.45	0.2358	0.8916	0.3610
6	0.50	0.2170	0.8240	0.3341
6	0.55	0.2121	0.7679	0.3203
6	0.60	0.1935	0.6901	0.2908
6	0.65	0.1681	0.6020	0.2521
6	0.70	0.1461	0.5319	0.2224
6	0.75	0.1407	0.4477	0.1996
6	0.80	0.1097	0.3355	0.1533
6	0.85	0.0918	0.2028	0.1136
6	0.90	0.0372	0.0548	0.0415
6	0.95	0.0026	0.0013	0.0017
7	0.00	0.2327	0.9566	0.3681
7	0.05	0.2327	0.9566	0.3681
7	0.10	0.2316	0.9515	0.3664
7	0.15	0.2316	0.9515	0.3664
7	0.20	0.2316	0.9515	0.3664
7	0.25	0.2318	0.9515	0.3665
7	0.30	0.2336	0.9490	0.3678
7	0.35	0.2336	0.9388	0.3661
7	0.40	0.2367	0.9337	0.3697
7	0.45	0.2358	0.8916	0.3610
7	0.50	0.2170	0.8240	0.3341
7	0.55	0.2121	0.7679	0.3203
