Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.6403	0.4603	0.4995
1	0.05	0.6403	0.4603	0.4995
1	0.10	0.6403	0.4603	0.4995
1	0.15	0.6403	0.4603	0.4995
1	0.20	0.6378	0.4577	0.4969
1	0.25	0.6378	0.4577	0.4969
1	0.30	0.6378	0.4577	0.4969
1	0.35	0.6352	0.4552	0.4944
1	0.40	0.6327	0.4526	0.4918
1	0.45	0.6224	0.4444	0.4832
1	0.50	0.6046	0.4278	0.4661
1	0.55	0.5842	0.4074	0.4457
1	0.60	0.5689	0.3940	0.4320
1	0.65	0.5408	0.3672	0.4048
1	0.70	0.5102	0.3378	0.3750
1	0.75	0.4388	0.2881	0.3209
1	0.80	0.4056	0.2617	0.2928
1	0.85	0.3520	0.2253	0.2522
1	0.90	0.2526	0.1708	0.1893
1	0.95	0.1913	0.1341	0.1482
2	0.00	0.4490	0.5514	0.4478
2	0.05	0.4490	0.5514	0.4478
2	0.10	0.4503	0.5514	0.4487
2	0.15	0.4503	0.5514	0.4487
2	0.20	0.4477	0.5488	0.4461
2	0.25	0.4477	0.5488	0.4461
2	0.30	0.4503	0.5488	0.4478
2	0.35	0.4515	0.5463	0.4478
2	0.40	0.4617	0.5437	0.4538
2	0.45	0.4681	0.5323	0.4542
2	0.50	0.4643	0.5131	0.4444
2	0.55	0.4656	0.4914	0.4376
2	0.60	0.4668	0.4672	0.4308
2	0.65	0.4643	0.4379	0.4190
2	0.70	0.4554	0.4056	0.4000
2	0.75	0.4005	0.3463	0.3486
2	0.80	0.3814	0.3110	0.3224
2	0.85	0.3495	0.2639	0.2856
2	0.90	0.2526	0.1909	0.2080
2	0.95	0.1913	0.1474	0.1598
3	0.00	0.3588	0.6016	0.4016
3	0.05	0.3588	0.6016	0.4016
3	0.10	0.3605	0.6016	0.4029
3	0.15	0.3605	0.6016	0.4029
3	0.20	0.3580	0.5991	0.4003
3	0.25	0.3580	0.5991	0.4003
3	0.30	0.3618	0.5991	0.4033
3	0.35	0.3656	0.5965	0.4059
3	0.40	0.3788	0.5914	0.4144
3	0.45	0.3933	0.5793	0.4215
3	0.50	0.3971	0.5593	0.4184
3	0.55	0.4073	0.5370	0.4193
3	0.60	0.4154	0.5043	0.4175
3	0.65	0.4256	0.4737	0.4145
3	0.70	0.4303	0.4411	0.4054
3	0.75	0.3839	0.3763	0.3570
3	0.80	0.3741	0.3361	0.3352
3	0.85	0.3491	0.2812	0.2998
3	0.90	0.2526	0.1982	0.2146
3	0.95	0.1913	0.1504	0.1624
4	0.00	0.2991	0.6294	0.3604
4	0.05	0.2991	0.6294	0.3604
4	0.10	0.3010	0.6294	0.3619
4	0.15	0.3010	0.6294	0.3619
4	0.20	0.2985	0.6268	0.3593
4	0.25	0.2987	0.6268	0.3596
4	0.30	0.3029	0.6268	0.3631
4	0.35	0.3085	0.6243	0.3677
4	0.40	0.3242	0.6192	0.3792
4	0.45	0.3423	0.6064	0.3899
4	0.50	0.3503	0.5856	0.3911
4	0.55	0.3663	0.5626	0.3980
4	0.60	0.3795	0.5270	0.4012
4	0.65	0.3971	0.4951	0.4043
4	0.70	0.4103	0.4604	0.4012
4	0.75	0.3695	0.3940	0.3568
4	0.80	0.3669	0.3515	0.3395
4	0.85	0.3472	0.2903	0.3061
4	0.90	0.2526	0.2015	0.2174
4	0.95	0.1913	0.1513	0.1630
5	0.00	0.2536	0.6420	0.3224
5	0.05	0.2536	0.6420	0.3224
5	0.10	0.2556	0.6420	0.3242
5	0.15	0.2556	0.6420	0.3242
5	0.20	0.2531	0.6395	0.3216
5	0.25	0.2535	0.6395	0.3222
5	0.30	0.2579	0.6395	0.3259
5	0.35	0.2646	0.6369	0.3320
5	0.40	0.2824	0.6318	0.3457
5	0.45	0.3031	0.6191	0.3598
5	0.50	0.3135	0.5974	0.3635
5	0.55	0.3339	0.5744	0.3756
5	0.60	0.3503	0.5384	0.3824
5	0.65	0.3735	0.5066	0.3909
5	0.70	0.3923	0.4712	0.3928
5	0.75	0.3566	0.3998	0.3508
5	0.80	0.3609	0.3569	0.3388
5	0.85	0.3459	0.2948	0.3091
5	0.90	0.2526	0.2032	0.2189
5	0.95	0.1913	0.1513	0.1630
