Limit	Thresh.	Prec.	Rec.	F1
1	0.00	0.4721	0.3820	0.4120
1	0.05	0.4721	0.3820	0.4120
1	0.10	0.4721	0.3820	0.4120
1	0.15	0.4721	0.3820	0.4120
1	0.20	0.4721	0.3820	0.4120
1	0.25	0.4721	0.3820	0.4120
1	0.30	0.4695	0.3806	0.4103
1	0.35	0.4642	0.3767	0.4058
1	0.40	0.4562	0.3687	0.3979
1	0.45	0.4403	0.3541	0.3828
1	0.50	0.4032	0.3236	0.3501
1	0.55	0.3793	0.3011	0.3271
1	0.60	0.3395	0.2653	0.2900
1	0.65	0.2865	0.2188	0.2414
1	0.70	0.2626	0.2029	0.2228
1	0.75	0.2361	0.1857	0.2025
1	0.80	0.1936	0.1552	0.1680
1	0.85	0.1220	0.0942	0.1034
1	0.90	0.0292	0.0199	0.0230
1	0.95	0.0027	0.0013	0.0018
2	0.00	0.4350	0.7082	0.5261
2	0.05	0.4350	0.7082	0.5261
2	0.10	0.4337	0.7056	0.5243
2	0.15	0.4337	0.7056	0.5243
2	0.20	0.4337	0.7056	0.5243
2	0.25	0.4337	0.7056	0.5243
2	0.30	0.4324	0.7042	0.5230
2	0.35	0.4284	0.6963	0.5177
2	0.40	0.4244	0.6883	0.5124
2	0.45	0.4138	0.6631	0.4960
2	0.50	0.3833	0.6141	0.4598
2	0.55	0.3647	0.5769	0.4350
2	0.60	0.3395	0.5279	0.4023
2	0.65	0.2984	0.4576	0.3506
2	0.70	0.2692	0.4125	0.3165
2	0.75	0.2387	0.3554	0.2754
2	0.80	0.1883	0.2825	0.2179
2	0.85	0.1233	0.1698	0.1362
2	0.90	0.0398	0.0424	0.0393
2	0.95	0.0027	0.0013	0.0018
3	0.00	0.3572	0.8687	0.4952
3	0.05	0.3572	0.8687	0.4952
3	0.10	0.3563	0.8660	0.4939
3	0.15	0.3563	0.8660	0.4939
3	0.20	0.3563	0.8660	0.4939
3	0.25	0.3563	0.8660	0.4939
3	0.30	0.3554	0.8634	0.4923
3	0.35	0.3528	0.8528	0.4879
3	0.40	0.3497	0.8422	0.4827
3	0.45	0.3462	0.8143	0.4722
3	0.50	0.3161	0.7454	0.4326
3	0.55	0.3033	0.6989	0.4116
