CatMPIeR:3cbdb69e-ddfb-11e9-9d36-2a2ae2dbcce4	0Politia_Politieordonnanties
CatMPIeR:3cbd30ac-ddfb-11e9-9d36-2a2ae2dbcce4	0Other_Internationaal recht
CatMPIeR:3cbd33ae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO_Sociale orde en religie
CatMPIeR:3cbd352a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1_Religieuze aangelegenheden
CatMPIeR:3cbd380e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1A_Bedelmonniken
CatMPIeR:3cbd3958-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1A1_Bedel brief
CatMPIeR:3cbd3a8e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1A2_Bedel verbod
CatMPIeR:3cbd3bc4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B_Festivals / feestdagen
CatMPIeR:3cbd3d72-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B1_Alcoholconsumption
CatMPIeR:3cbd3f48-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B2_Introductie van festivals
CatMPIeR:3cbd4092-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B3_Religieuze spellen
CatMPIeR:3cbd43bc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B4_Naar de mis gaan
CatMPIeR:3cbd4506-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B5_markt
CatMPIeR:3cbd465a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B6_processies
CatMPIeR:3cbd4790-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B7_reizen
CatMPIeR:3cbd48bc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B8_Zondagsarbeid
CatMPIeR:3cbd49f2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B9_Spelen
CatMPIeR:3cbd4d3a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B10_dansen
CatMPIeR:3cbd4eac-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B11_Plezier
CatMPIeR:3cbd4fe2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B12_reductie
CatMPIeR:3cbd5118-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B13_Arbeidsverplichtingen
CatMPIeR:3cbd5244-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1B14_bedevaart
CatMPIeR:3cbd5384-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C_geestelijkheid
CatMPIeR:3cbd54ba-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C1_Ambtsuitoefening
CatMPIeR:3cbd578a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C2_administratie
CatMPIeR:3cbd58d4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C3_Werkbepalingen
CatMPIeR:3cbd5b9a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C4_toezicht
CatMPIeR:3cbd5d66-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C5_Opleiding
CatMPIeR:3cbd5ea6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C6_Bestraffing
CatMPIeR:3cbd600e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C7_controle
CatMPIeR:3cbd614e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C8_Levenswijze
CatMPIeR:3cbd6432-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C9_Prediking
CatMPIeR:3cbd6572-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C10_kwalificaties
CatMPIeR:3cbd66b2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C11_Collectes/ donaties
CatMPIeR:3cbd67e8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C12_Toezicht/ controle
CatMPIeR:3cbd6914-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C13_Misdrijf
CatMPIeR:3cbd6a4a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C14_Gedrag
CatMPIeR:3cbd6d24-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1C15_toelating
CatMPIeR:3cbd6e78-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D_Godslastering
CatMPIeR:3cbd6fae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D1_tolerantie
CatMPIeR:3cbd8674-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D2_omstander
CatMPIeR:3cbd8818-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D3_overheid
CatMPIeR:3cbd8958-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D4_God
CatMPIeR:3cbd8d4a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D5_kerk
CatMPIeR:3cbd8ec6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D6_Moeder van Christus en heiligen
CatMPIeR:3cbd9006-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D7_Vloeken en vloeken
CatMPIeR:3cbd9146-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1D8_Geboorte verschillen
CatMPIeR:3cbd927c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E_Kerkelijk bestuur
CatMPIeR:3cbd93a8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E1_heffing
CatMPIeR:3cbd9646-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E2_constructie
CatMPIeR:3cbd97e0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E3_dienaar
CatMPIeR:3cbd99ac-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E4_gebouw
CatMPIeR:3cbd9b00-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E5_Bevoegdheid van de kerk
CatMPIeR:3cbd9c36-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E6_Kerkboeken
CatMPIeR:3cbd9dee-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E7_Collecte
CatMPIeR:3cbda0e6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E8_Voorganger-positie bezetting
CatMPIeR:3cbda24e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E9_boekhouding
CatMPIeR:3cbda38e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E10_????
CatMPIeR:3cbda4c4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E11_Activa/ vermogen
CatMPIeR:3cbda5fa-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1E12_visitatie
CatMPIeR:3cbda8ca-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F_Kerkelijke discipline
CatMPIeR:3cbdaa1e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F1_onbekwaamheid
CatMPIeR:3cbdab54-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F2_kerkgebouw
CatMPIeR:3cbdac8a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F3_intimidatie
CatMPIeR:3cbdadc0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F4_Geestelijke boete
CatMPIeR:3cbdb036-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F5_Naleving van sacramenten
CatMPIeR:3cbdb2f2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F6_Ontheiliging van de Godsdienst
CatMPIeR:3cbdb432-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F7_Ontheiliging van Plaatsen
CatMPIeR:3cbdb568-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F8_Vasten
CatMPIeR:3cbdb7e8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F9_Gebedsverplichting
CatMPIeR:3cbdb91e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1F10_Negeren van een ban
CatMPIeR:3cbdbbc6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G_kloosters
CatMPIeR:3cbdbd10-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G1_asiel
CatMPIeR:3cbdbe50-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G2_toezicht
CatMPIeR:3cbdc012-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G3_toewijzingen
CatMPIeR:3cbdc166-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G4_ingang
CatMPIeR:3cbdc29c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G5_economie
CatMPIeR:3cbdc594-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G6_Crimineel geweld
CatMPIeR:3cbdc710-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1G7_ban
CatMPIeR:3cbdc850-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H_Geloof
CatMPIeR:3cbdc986-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H1_Buitenlands lidmaatschap
CatMPIeR:3cbdcabc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H2_beperking
CatMPIeR:3cbdcbf2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H3_toegeeflijkheid
CatMPIeR:3cbdcd1e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H4_religieuze bekering
CatMPIeR:3cbdcfa8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H5_Uitoefening van religie
CatMPIeR:3cbdd3a4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H6_tolerantie
CatMPIeR:3cbdd520-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H7_ban
CatMPIeR:3cbdd660-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1H8_toelating
CatMPIeR:3cbdd78c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I_Religieuze opvoeding
CatMPIeR:3cbdda8e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I1_Bijbel
CatMPIeR:3cbddbe2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I2_gebed
CatMPIeR:3cbddd18-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I3_kerkdienst
CatMPIeR:3cbdde4e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I4_preek
CatMPIeR:3cbddf98-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I5_Religieuze educatie
CatMPIeR:3cbde0ce-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1I6_zondagsschool
CatMPIeR:3cbde1fa-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J_Sekten / ketterij
CatMPIeR:3cbde48e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J1_Verbod op verblijf
CatMPIeR:3cbde5e2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J2_Vreemden
CatMPIeR:3cbde7ae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J3_Missieverbod
CatMPIeR:3cbde8f8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J4_Doper
CatMPIeR:3cbdea2e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J5_controle
CatMPIeR:3cbdeb64-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J6_Samenkomstverbod
CatMPIeR:3cbdedc6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1J7_Veld-predikant
CatMPIeR:3cbdef10-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K_Sabbat houden
CatMPIeR:3cbdf046-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K1_Alcoholconsumption
CatMPIeR:3cbdf186-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K2_Naar de kerk gaan
CatMPIeR:3cbdf2b2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K3_markt
CatMPIeR:3cbdf3e8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K4_reizend
CatMPIeR:3cbdf6ae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K5_zondag Work
CatMPIeR:3cbdf80c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K6_Spelen
CatMPIeR:3cbdf942-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K7_dansen
CatMPIeR:3cbdfa78-ddfb-11e9-9d36-2a2ae2dbcce4	1SO1K8_Pleasures
CatMPIeR:3cbdfbae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2_Bevolking, standen en overheid
CatMPIeR:3cbdfcda-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2A_Heffingen en belastingen
CatMPIeR:3cbe0072-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B_Verblijf
CatMPIeR:3cbe01e4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B1_Adel
CatMPIeR:3cbe031a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B2_Arbeiders
CatMPIeR:3cbe045a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B3_buitenlanders
CatMPIeR:3cbe059a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B4_Voorwaarden
CatMPIeR:3cbe0888-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B5_accommodatie
CatMPIeR:3cbe09dc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B6_bedienden / dienaren
CatMPIeR:3cbe0b26-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B7_knechten
CatMPIeR:3cbe0c66-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B8_verdrijving
CatMPIeR:3cbe0e14-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B9_Lijfeigene
CatMPIeR:3cbe0f68-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B10_Meid
CatMPIeR:3cbe109e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B11_Meldingsplicht
CatMPIeR:3cbe1382-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B12_Dagloners
CatMPIeR:3cbe14c2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B13_Onderdanen
CatMPIeR:3cbe1760-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B14_Verbod
CatMPIeR:3cbe18c8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2B15_Voordelen
CatMPIeR:3cbe19fe-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C_Emigratie
CatMPIeR:3cbe1b34-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C1_aftrek van geld
CatMPIeR:3cbe1c60-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C2_Naheffing van belasting
CatMPIeR:3cbe1f62-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C3_aansporing
CatMPIeR:3cbe20ac-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C4_beperkingen
CatMPIeR:3cbe21e2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C5_Oorlogsgevaar
CatMPIeR:3cbe230e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C6_machtiging
CatMPIeR:3cbe2444-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C7_Controle
CatMPIeR:3cbe257a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C8_terugkeer
CatMPIeR:3cbe285e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C9_ban
CatMPIeR:3cbe29bc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C10_Vermogen
CatMPIeR:3cbe2afc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C11_Vermogenstransfer
CatMPIeR:3cbe2c28-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2C12_Recruiter
CatMPIeR:3cbe2d5e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2D_Stedelingen
CatMPIeR:3cbe2e8a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2E_InternalMigration
CatMPIeR:3cbe2fc0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2E1_aftrek van geld
CatMPIeR:3cbe3240-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2E2_Beperking
CatMPIeR:3cbe338a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2E3_Oorlogsgevaar
CatMPIeR:3cbe354c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2E4_Reservist
CatMPIeR:3cbe36aa-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2F_burgerrechten
CatMPIeR:50f30736-ddfb-11e9-8a34-2a2ae2dbcce4	1SO2F1_eed van burgerschap
CatMPIeR:3cc00c64-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2F2_acquisitie
CatMPIeR:3cbe37e0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2F3_CouncilElections
CatMPIeR:3cbe3916-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2F4_Verlies
CatMPIeR:3cbe3b6e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G_Immigratie
CatMPIeR:3cbe3ccc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G1_Arbeider
CatMPIeR:3cbe3e02-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G2_Bepalingen
CatMPIeR:3cbe3f38-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G3_bedienden / dienaren
CatMPIeR:3cbe406e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G4_Handworkers
CatMPIeR:3cbe41a4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G5_knechten
CatMPIeR:3cbe449c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G6_Lijfeigenen
CatMPIeR:3cbe45f0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G7_fabrikanten
CatMPIeR:3cbe473a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G8_soldaten
CatMPIeR:3cbe4870-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G10_Dagloners
CatMPIeR:3cbe49a6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2G11_Voordelen
CatMPIeR:3cbe4adc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H_Front services / officiële taken
CatMPIeR:3cbe4c08-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H1_nan
CatMPIeR:3cbe4ec4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H2_boeren
CatMPIeR:3cbe5018-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H3_????
CatMPIeR:3cbe5158-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H4_Vrijstelling
CatMPIeR:3cbe52a2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H5_burgers
CatMPIeR:3cbe53d8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H6_Looncompensatie
CatMPIeR:3cbe5504-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H7_?????
CatMPIeR:3cbe57f2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H8_registratie
CatMPIeR:3cbe593c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2H9_Crediten
CatMPIeR:3cbe5a72-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I_Plaatselijke overheid
CatMPIeR:50f303a8-ddfb-11e9-8a34-2a2ae2dbcce4	1SO2I1_heffing
CatMPIeR:3cbe5c2a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I2_Ambten
CatMPIeR:3cbe5d92-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I3_Herders
CatMPIeR:3cbe5ec8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I4_Smid
CatMPIeR:3cbe5ff4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I5_Toelating
CatMPIeR:3cbe6314-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I6_burgemeester
CatMPIeR:3cbe6472-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I7_Hoofd van de gemeenschap
CatMPIeR:3cbe65a8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I8_Kwalificatie
CatMPIeR:3cbe66de-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I9_verkiezingen
